observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,Drought,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,AwnRoughness(WIPO:0000274),AwnRoughness(WIPO:0000274).date,FruitingEfficiency(WIPO:0000277),FruitingEfficiency(WIPO:0000277).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PeduncleLength(WIPO:0000278),PeduncleLength(WIPO:0000278).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
ww-049BLOCK1PLOT34,3032577,WW5,Wheat_Winter_TUR,48118,https://doi.org/10.15454/A1SFDK,BROMPTON,VIRTUAL_TRIAL,,,,,6,5,,Rainfed,2015,"0,7",,1,,"0,773006135",,"43,3125",,204,2015-06-04T02:00:00Z,"69,5",,24,,2,2014-11-12T01:00:00Z,"9,8",
ww-049BLOCK6PLOT3,3033281,WW5,Wheat_Winter_TUR,48118,https://doi.org/10.15454/A1SFDK,BROMPTON,VIRTUAL_TRIAL,,,,,10,10,,Irrigated,2015,,,,,"0,7411347518",,"32,9652996845",,196,2015-05-27T02:00:00Z,69,,29,,2,,"9,9",
ww-443BLOCK10PLOT25,3033098,WW5,Wheat_Winter_TUR,25611,https://doi.org/10.15454/1SIYRT,TALDOR,VIRTUAL_TRIAL,,,,,9,42,,Rainfed,2015,,,,,"0,8208144796",,"46,9948186528",,42146,2015-05-24T02:00:00Z,82,,28,,2,2014-11-12T01:00:00Z,"9,2",
ww-443BLOCK1PLOT66,3032648,WW5,Wheat_Winter_TUR,25611,https://doi.org/10.15454/1SIYRT,TALDOR,VIRTUAL_TRIAL,,,,,7,10,,Rainfed,2015,,,,,"0,8551724138",,"43,9716312057",,42146,2015-05-24T02:00:00Z,66,,21,,2,2014-11-12T01:00:00Z,"8,9",
ww-443BLOCK5PLOT24,3033197,WW5,Wheat_Winter_TUR,25611,https://doi.org/10.15454/1SIYRT,TALDOR,VIRTUAL_TRIAL,,,,,10,4,,Irrigated,2015,,,,,"0,8007220217",,"36,4802631579",,192,2015-05-23T02:00:00Z,"69,5",,26,,1,,10,
ww-155BLOCK3PLOT40,3032855,WW5,Wheat_Winter_TUR,48211,https://doi.org/10.15454/QZNR8E,MONTY,VIRTUAL_TRIAL,,,,,4,25,,Rainfed,2015,"0,5",,1,,"0,7110362258",,"32,0912547529",,42156,2015-06-01T02:00:00Z,50,,13,,2,2014-11-12T01:00:00Z,"8,1",
ww-155BLOCK7PLOT11,3033435,WW5,Wheat_Winter_TUR,48211,https://doi.org/10.15454/QZNR8E,MONTY,VIRTUAL_TRIAL,,,,,10,21,,Irrigated,2015,,,,,"0,675795053",,"30,1181102362",,197,2015-05-28T02:00:00Z,55,,12,,1,,"7,7",
ww-155BLOCK10PLOT26,3033729,WW5,Wheat_Winter_TUR,48211,https://doi.org/10.15454/QZNR8E,MONTY,VIRTUAL_TRIAL,,,,,10,42,,Irrigated,2015,,,,,"0,6792144026",,"32,9365079365",,197,2015-05-28T02:00:00Z,"60,5",,"15,5",,1,,7,
ww-426BLOCK5PLOT66,3032655,WW5,Wheat_Winter_TUR,24573,https://doi.org/10.15454/XJE0AX,VALDOR,VIRTUAL_TRIAL,,,,,14,10,,Rainfed,2015,,,"1,2",,"0,6414868106",,"36,1486486486",,42153,2015-05-31T02:00:00Z,"89,5",,32,,2,2014-11-12T01:00:00Z,"9,6",
ww-426BLOCK4PLOT16,3033569,WW5,Wheat_Winter_TUR,24573,https://doi.org/10.15454/XJE0AX,VALDOR,VIRTUAL_TRIAL,,,,,4,31,,Irrigated,2015,,,,,"0,687150838",,"39,4652406417",,198,2015-05-29T02:00:00Z,99,,37,,1,,"9,2",
ww-077BLOCK3PLOT66,3032914,WW5,Wheat_Winter_TUR,23778,https://doi.org/10.15454/SGTBP6,NS732,VIRTUAL_TRIAL,,,,,7,29,,Rainfed,2015,"2,375",,"2,3",,"0,6229946524",,"39,1596638655",,42147,2015-05-24T02:00:00Z,"51,5",,24,,2,2014-11-12T01:00:00Z,"7,7",
ww-077BLOCK7PLOT28,3033466,WW5,Wheat_Winter_TUR,23778,https://doi.org/10.15454/SGTBP6,NS732,VIRTUAL_TRIAL,,,,,13,23,,Irrigated,2015,,,1,,"0,6678798908",,"30,7112970711",,191,2015-05-22T02:00:00Z,53,,11,,1,,10,
ww-077BLOCK9PLOT31,3033734,WW5,Wheat_Winter_TUR,23778,https://doi.org/10.15454/SGTBP6,NS732,VIRTUAL_TRIAL,,,,,1,43,,Irrigated,2015,"2,85",,"2,3",,"0,7057823129",,"36,2445414847",,187,2015-05-18T02:00:00Z,"52,5",,"9,5",,1,,"10,1",
ww-348BLOCK8PLOT10,3032933,WW5,Wheat_Winter_TUR,26327,https://doi.org/10.15454/RLW65J,DIANA,VIRTUAL_TRIAL,,,,,12,30,,Rainfed,2015,,,,,"0,5739471107",,"30,5208333333",,42158,2015-06-04T02:00:00Z,"89,5",,29,,2,2014-11-12T01:00:00Z,"7,7",
ww-348BLOCK5PLOT13,3033172,WW5,Wheat_Winter_TUR,26327,https://doi.org/10.15454/RLW65J,DIANA,VIRTUAL_TRIAL,,,,,13,2,,Irrigated,2015,,,,,"0,7317073171",,"37,5",,196,2015-05-27T02:00:00Z,101,,"30,5",,2,,"11,1",
ww-398BLOCK7PLOT34,3032849,WW5,Wheat_Winter_TUR,23717,https://doi.org/10.15454/KZGBUA,NONG DA NO.141,VIRTUAL_TRIAL,,,,,12,24,,Rainfed,2015,"1,8",,"2,3",,"0,7083969466",,"34,3703703704",,42148,2015-05-24T02:00:00Z,"97,5",,20,,2,2014-11-12T01:00:00Z,"6,6",
ww-398BLOCK1PLOT18,3033177,WW5,Wheat_Winter_TUR,23717,https://doi.org/10.15454/KZGBUA,NONG DA NO.141,VIRTUAL_TRIAL,,,,,4,3,,Irrigated,2015,"2,75",,1,,"0,7478991597",,"37,7992277992",,188,2015-05-19T02:00:00Z,72,,19,,2,,"9,7",
ww-375BLOCK9PLOT29,3033095,WW5,Wheat_Winter_TUR,23209,https://doi.org/10.15454/CBYUPS,JUFY II,VIRTUAL_TRIAL,,,,,6,42,,Rainfed,2015,"0,5",,1,,"0,7683573051",,"36,25",,42149,2015-05-27T02:00:00Z,105,,38,,1,2014-11-12T01:00:00Z,"9,9",
ww-375BLOCK1PLOT57,3032628,WW5,Wheat_Winter_TUR,23209,https://doi.org/10.15454/CBYUPS,JUFY II,VIRTUAL_TRIAL,,,,,1,9,,Rainfed,2015,"0,5",,1,,"0,7623839009",,"34,2013888889",,42153,2015-05-29T02:00:00Z,"103,5",,20,,1,2014-11-12T01:00:00Z,"10,3",
ww-375BLOCK2PLOT16,3033304,WW5,Wheat_Winter_TUR,23209,https://doi.org/10.15454/CBYUPS,JUFY II,VIRTUAL_TRIAL,,,,,5,12,,Irrigated,2015,,,,,"0,7126909518",,"34,0730337079",,194,2015-05-25T02:00:00Z,"95,5",,"37,5",,1,,"11,6",
ww-079BLOCK1PLOT48,3032605,WW5,Wheat_Winter_TUR,23733,https://doi.org/10.15454/KVBAYK,NORIN 4,VIRTUAL_TRIAL,,,,,6,7,,Rainfed,2015,"2,3",,"1,2",,"0,7671081678",,"40,6432748538",,192,2015-05-23T02:00:00Z,"78,5",,28,,2,2014-11-12T01:00:00Z,"8,2",
ww-079BLOCK2PLOT45,3033361,WW5,Wheat_Winter_TUR,23733,https://doi.org/10.15454/KVBAYK,NORIN 4,VIRTUAL_TRIAL,,,,,6,16,,Irrigated,2015,"2,4",,"2,3",,"0,746898263",,"26,7952522255",,192,2015-05-23T02:00:00Z,57,,23,,2,,"7,7",
ww-346BLOCK3PLOT15,3032802,WW5,Wheat_Winter_TUR,22564,https://doi.org/10.15454/GPP5VR,DANUBIA,VIRTUAL_TRIAL,,,,,7,21,,Rainfed,2015,,,,,"0,7616613419",,"43,663003663",,42157,2015-06-04T02:00:00Z,75,,26,,2,2014-11-12T01:00:00Z,"10,6",
ww-346BLOCK9PLOT37,3033740,WW5,Wheat_Winter_TUR,22564,https://doi.org/10.15454/GPP5VR,DANUBIA,VIRTUAL_TRIAL,,,,,7,43,,Irrigated,2015,,,,,"0,7036793693",,"34,8859934853",,196,2015-05-27T02:00:00Z,65,,"23,5",,1,,"11,4",
ww-346BLOCK2PLOT46,3033362,WW5,Wheat_Winter_TUR,22564,https://doi.org/10.15454/GPP5VR,DANUBIA,VIRTUAL_TRIAL,,,,,7,16,,Irrigated,2015,,,,,"0,7148337596",,"40,9523809524",,196,2015-05-27T02:00:00Z,67,,26,,1,,"11,2",
ww-347BLOCK10PLOT10,3033069,WW5,Wheat_Winter_TUR,22584,https://doi.org/10.15454/HPBXOW,DETENICKA CERVENA,VIRTUAL_TRIAL,,,,,8,40,,Rainfed,2015,,,,,"0,6976744186",,"39,1304347826",,42155,2015-06-02T02:00:00Z,"123,5",,25,,2,2014-11-12T01:00:00Z,"10,25",
ww-347BLOCK5PLOT36,3032593,WW5,Wheat_Winter_TUR,22584,https://doi.org/10.15454/HPBXOW,DETENICKA CERVENA,VIRTUAL_TRIAL,,,,,8,6,,Rainfed,2015,,,,,"0,6732101617",,"32,2099447514",,203,2015-06-03T02:00:00Z,123,,25,,2,2014-11-12T01:00:00Z,"8,8",
ww-347BLOCK5PLOT42,3033229,WW5,Wheat_Winter_TUR,22584,https://doi.org/10.15454/HPBXOW,DETENICKA CERVENA,VIRTUAL_TRIAL,,,,,14,6,,Irrigated,2015,,,,,"0,7024221453",,"47,2093023256",,196,2015-05-27T02:00:00Z,"116,5",,32,,1,,13,
ww-421BLOCK5PLOT40,3032597,WW5,Wheat_Winter_TUR,24402,https://doi.org/10.15454/BTJX33,TAHTI,VIRTUAL_TRIAL,,,,,12,6,,Rainfed,2015,,,,,"0,6876404494",,"35,1724137931",,199,2015-05-30T02:00:00Z,"106,5",,27,,2,2014-11-12T01:00:00Z,"7,8",
ww-421BLOCK3PLOT31,3033469,WW5,Wheat_Winter_TUR,24402,https://doi.org/10.15454/BTJX33,TAHTI,VIRTUAL_TRIAL,,,,,2,24,,Irrigated,2015,,,,,"0,7638315442",,"32,8014184397",,196,2015-05-27T02:00:00Z,"101,5",,30,,2,,"9,5",
ww-419BLOCK7PLOT48,3032877,WW5,Wheat_Winter_TUR,24366,https://doi.org/10.15454/BOKUVZ,STRUBES DICKKOPF,VIRTUAL_TRIAL,,,,,12,26,,Rainfed,2015,"1,1",,1,,"0,682112069",,"35,3631284916",,42157,2015-06-02T02:00:00Z,"104,5",,18,,2,2014-11-12T01:00:00Z,6,
ww-419BLOCK1PLOT55,3033249,WW5,Wheat_Winter_TUR,24366,https://doi.org/10.15454/BOKUVZ,STRUBES DICKKOPF,VIRTUAL_TRIAL,,,,,6,8,,Irrigated,2015,,,1,,"0,6820809249",,"32,5966850829",,195,2015-05-26T02:00:00Z,"75,5",,26,,1,,"5,5",
ww-423BLOCK10PLOT46,3033140,WW5,Wheat_Winter_TUR,24507,https://doi.org/10.15454/RU5WME,TRIGO DE MONTE,VIRTUAL_TRIAL,,,,,9,45,,Rainfed,2015,"5,2",,"2,3",,"0,6182432432",,"42,5581395349",,42155,2015-05-31T02:00:00Z,"98,5",,30,,2,2014-11-12T01:00:00Z,"9,1",
ww-423BLOCK1PLOT61,3032632,WW5,Wheat_Winter_TUR,24507,https://doi.org/10.15454/RU5WME,TRIGO DE MONTE,VIRTUAL_TRIAL,,,,,5,9,,Rainfed,2015,"4,55",,"2,3",,"0,6071428571",,"42,5",,42158,2015-06-03T02:00:00Z,"89,5",,26,,1,2014-11-12T01:00:00Z,"7,5",
ww-423BLOCK4PLOT57,3033652,WW5,Wheat_Winter_TUR,24507,https://doi.org/10.15454/RU5WME,TRIGO DE MONTE,VIRTUAL_TRIAL,,,,,3,37,,Irrigated,2015,"4,7",,"2,3",,"0,60626703",,"45,8762886598",,200,2015-05-31T02:00:00Z,100,,32,,1,,"9,4",
ww-158BLOCK2PLOT46,3032732,WW5,Wheat_Winter_TUR,25180,https://doi.org/10.15454/2QKTYW,SPERBER,VIRTUAL_TRIAL,,,,,7,16,,Rainfed,2015,,,,,"0,7793159609",,"42,7232142857",,42151,2015-05-29T02:00:00Z,"101,5",,15,,1,2014-11-12T01:00:00Z,"6,3",
ww-158BLOCK3PLOT13,3033430,WW5,Wheat_Winter_TUR,25180,https://doi.org/10.15454/2QKTYW,SPERBER,VIRTUAL_TRIAL,,,,,5,21,,Irrigated,2015,,,,,"0,6820208024",,"41,7272727273",,197,2015-05-28T02:00:00Z,"77,5",,22,,2,,"7,3",
ww-093BLOCK5PLOT63,3032641,WW5,Wheat_Winter_TUR,25484,https://doi.org/10.15454/QRMJJY,RED HUSSAR,VIRTUAL_TRIAL,,,,,14,9,,Rainfed,2015,,,"2,3",,"0,8141135972",,"35,037037037",,42148,2015-05-24T02:00:00Z,108,,25,,1,2014-11-12T01:00:00Z,"9,9",
ww-093BLOCK1PLOT52,3033246,WW5,Wheat_Winter_TUR,25484,https://doi.org/10.15454/QRMJJY,RED HUSSAR,VIRTUAL_TRIAL,,,,,3,8,,Irrigated,2015,"5,7",,"2,3",,"0,7504424779",,"39,0783410138",,195,2015-05-26T02:00:00Z,"104,5",,"32,5",,2,,12,
ww-441BLOCK5PLOT7,3032529,WW5,Wheat_Winter_TUR,25594,https://doi.org/10.15454/1K0VPV,VOLT,VIRTUAL_TRIAL,,,,,14,1,,Rainfed,2015,,,,,"0,4521452145",,"30,4444444444",,193,2015-05-24T02:00:00Z,71,,28,,1,2014-11-12T01:00:00Z,"6,7",
ww-441BLOCK2PLOT55,3033385,WW5,Wheat_Winter_TUR,25594,https://doi.org/10.15454/1K0VPV,VOLT,VIRTUAL_TRIAL,,,,,2,18,,Irrigated,2015,,,,,"0,7069767442",,"30,2788844622",,194,2015-05-25T02:00:00Z,71,,"25,5",,1,,"8,1",
ww-170BLOCK1PLOT1,3032516,WW5,Wheat_Winter_TUR,25690,https://doi.org/10.15454/KPUN03,OPATA 85,VIRTUAL_TRIAL,,,,,1,1,,Rainfed,2015,"3,5",,"2,3",,"0,6138790036",,"35,2040816327",,190,2015-05-21T02:00:00Z,"63,5",,18,,2,2014-11-12T01:00:00Z,"5,9",
ww-170BLOCK4PLOT36,3033610,WW5,Wheat_Winter_TUR,25690,https://doi.org/10.15454/KPUN03,OPATA 85,VIRTUAL_TRIAL,,,,,3,34,,Irrigated,2015,"3,3",,"2,3",,"0,7544186047",,"36,3677130045",,191,2015-05-22T02:00:00Z,"73,5",,"28,5",,2,,"8,9",
ww-447BLOCK4PLOT38,3032982,WW5,Wheat_Winter_TUR,25725,https://doi.org/10.15454/ZTTBW7,ROKYCANSKA SAMETKA,VIRTUAL_TRIAL,,,,,5,34,,Rainfed,2015,"0,6",,1,,"0,6659919028",,"29,375",,42158,2015-06-04T02:00:00Z,"47,5",,17,,2,2014-11-12T01:00:00Z,"8,7",
ww-447BLOCK1PLOT26,3033192,WW5,Wheat_Winter_TUR,25725,https://doi.org/10.15454/ZTTBW7,ROKYCANSKA SAMETKA,VIRTUAL_TRIAL,,,,,5,4,,Irrigated,2015,,,,,"0,630075188",,"29,1986062718",,197,2015-05-28T02:00:00Z,"101,5",,44,,2,,"11,2",
ww-171BLOCK2PLOT43,3032729,WW5,Wheat_Winter_TUR,25691,https://doi.org/10.15454/L6KYH7,W7984,VIRTUAL_TRIAL,,,,,4,16,,Rainfed,2015,"4,25",,"1,2",,"0,5456521739",,"51,2244897959",,42143,2015-05-21T02:00:00Z,"82,5",,24,,2,2014-11-12T01:00:00Z,7,
ww-486BLOCK3PLOT46,3032868,WW5,Wheat_Winter_TUR,25691,https://doi.org/10.15454/L6KYH7,W7984,VIRTUAL_TRIAL,,,,,3,26,,Rainfed,2015,,,,,,,,,,,"117,5",,36,,2,2014-11-12T01:00:00Z,,
ww-171BLOCK8PLOT24,3033591,WW5,Wheat_Winter_TUR,25691,https://doi.org/10.15454/L6KYH7,W7984,VIRTUAL_TRIAL,,,,,12,32,,Irrigated,2015,"3,9",,"2,3",,"0,5981595092",,"53,3203125",,192,2015-05-23T02:00:00Z,74,,"28,5",,2,,"9,3",
ww-486BLOCK1PLOT35,3033208,WW5,Wheat_Winter_TUR,25691,https://doi.org/10.15454/L6KYH7,W7984,VIRTUAL_TRIAL,,,,,7,5,,Irrigated,2015,"3,5625",,"2,3",,"0,5869565217",,"44,262295082",,,,"62,5",,"19,5",,1,,6,
ww-307BLOCK6PLOT12,3032677,WW5,Wheat_Winter_TUR,25783,https://doi.org/10.15454/VN2RPU,MIRLEBEN,VIRTUAL_TRIAL,,,,,8,12,,Rainfed,2015,"0,5",,1,,"0,8058435438",,"49,1379310345",,42146,2015-05-24T02:00:00Z,87,,24,,2,2014-11-12T01:00:00Z,"9,125",
ww-307BLOCK3PLOT50,3033502,WW5,Wheat_Winter_TUR,25783,https://doi.org/10.15454/VN2RPU,MIRLEBEN,VIRTUAL_TRIAL,,,,,7,26,,Irrigated,2015,,,1,,"0,7378419453",,"35,8302583026",,197,2015-05-28T02:00:00Z,"72,5",,27,,1,,"11,5",
ww-307BLOCK9PLOT48,3033765,WW5,Wheat_Winter_TUR,25783,https://doi.org/10.15454/VN2RPU,MIRLEBEN,VIRTUAL_TRIAL,,,,,4,45,,Irrigated,2015,,,,,"0,7059214904",,"36,4604810997",,196,2015-05-27T02:00:00Z,66,,14,,1,,"11,5",
ww-450BLOCK7PLOT32,3032847,WW5,Wheat_Winter_TUR,25850,https://doi.org/10.15454/OJBHUR,EQUINOX,VIRTUAL_TRIAL,,,,,10,24,,Rainfed,2015,,,,,"0,7597305389",,"55,7692307692",,42158,2015-06-03T02:00:00Z,70,,21,,2,2014-11-12T01:00:00Z,"9,1",
ww-450BLOCK6PLOT9,3033297,WW5,Wheat_Winter_TUR,25850,https://doi.org/10.15454/OJBHUR,EQUINOX,VIRTUAL_TRIAL,,,,,12,11,,Irrigated,2015,,,1,,"0,6752011704",,"28,753894081",,196,2015-05-27T02:00:00Z,65,,13,,1,,"11,1",
ww-424BLOCK5PLOT33,3032583,WW5,Wheat_Winter_TUR,24523,https://doi.org/10.15454/K75B3N,TURDA 81-77,VIRTUAL_TRIAL,,,,,12,5,,Rainfed,2015,,,,,"0,7316258352",,"44,693877551",,193,2015-05-24T02:00:00Z,101,,28,,2,2014-11-12T01:00:00Z,"8,1",
ww-424BLOCK5PLOT12,3033171,WW5,Wheat_Winter_TUR,24523,https://doi.org/10.15454/K75B3N,TURDA 81-77,VIRTUAL_TRIAL,,,,,12,2,,Irrigated,2015,"3,5",,"2,3",,"0,6987951807",,"42,4390243902",,191,2015-05-22T02:00:00Z,"83,5",,23,,2,,8,
ww-425BLOCK7PLOT60,3032903,WW5,Wheat_Winter_TUR,24570,https://doi.org/10.15454/03IF3R,VAKKA,VIRTUAL_TRIAL,,,,,10,28,,Rainfed,2015,1,,1,,"0,6924137931",,"33,9189189189",,42153,2015-05-29T02:00:00Z,112,,23,,2,2014-11-12T01:00:00Z,"6,8",
ww-425BLOCK4PLOT8,3033554,WW5,Wheat_Winter_TUR,24570,https://doi.org/10.15454/03IF3R,VAKKA,VIRTUAL_TRIAL,,,,,3,30,,Irrigated,2015,,,,,"0,760279965",,"36,9787234043",,197,2015-05-28T02:00:00Z,"83,5",,30,,1,,7,
ww-427BLOCK10PLOT44,3033131,WW5,Wheat_Winter_TUR,24826,https://doi.org/10.15454/N7DCTM,RONGOTEA,VIRTUAL_TRIAL,,,,,14,44,,Rainfed,2015,,,"2,3",,"0,6431818182",,"41,9259259259",,42150,2015-05-26T02:00:00Z,"67,5",,27,,2,2014-11-12T01:00:00Z,"8,5",
ww-427BLOCK1PLOT35,3032578,WW5,Wheat_Winter_TUR,24826,https://doi.org/10.15454/N7DCTM,RONGOTEA,VIRTUAL_TRIAL,,,,,7,5,,Rainfed,2015,"4,6",,"1,2",,"0,6737288136",,"45,6896551724",,194,2015-05-25T02:00:00Z,88,,24,,3,2014-11-12T01:00:00Z,"9,1",
ww-427BLOCK1PLOT2,3033147,WW5,Wheat_Winter_TUR,24826,https://doi.org/10.15454/N7DCTM,RONGOTEA,VIRTUAL_TRIAL,,,,,2,1,,Irrigated,2015,"4,95",,"2,3",,"0,6576032226",,"40,3086419753",,193,2015-05-24T02:00:00Z,72,,"21,5",,1,,"8,7",
ww-302BLOCK5PLOT54,3032625,WW5,Wheat_Winter_TUR,24972,https://doi.org/10.15454/SY9HRB,ZANDA,VIRTUAL_TRIAL,,,,,12,8,,Rainfed,2015,,,1,,"0,6014492754",,"28,6206896552",,42159,2015-06-04T02:00:00Z,"119,5",,32,,1,2014-11-12T01:00:00Z,"7,5",
ww-302BLOCK3PLOT14,3033431,WW5,Wheat_Winter_TUR,24972,https://doi.org/10.15454/SY9HRB,ZANDA,VIRTUAL_TRIAL,,,,,6,21,,Irrigated,2015,,,,,"0,9192324855",,"36,7201426025",,197,2015-05-28T02:00:00Z,106,,"39,5",,1,,"7,6",
ww-431BLOCK6PLOT23,3032695,WW5,Wheat_Winter_TUR,25064,https://doi.org/10.15454/QG0WXC,NEELKANT,VIRTUAL_TRIAL,,,,,12,13,,Rainfed,2015,"3,2",,"2,3",,"0,6924066924",,"55,0665301945",,42143,2015-05-21T02:00:00Z,"93,5",,30,,2,2014-11-12T01:00:00Z,"9,7",
ww-431BLOCK2PLOT15,3033303,WW5,Wheat_Winter_TUR,25064,https://doi.org/10.15454/QG0WXC,NEELKANT,VIRTUAL_TRIAL,,,,,4,12,,Irrigated,2015,"2,9",,"2,3",,"0,8159025788",,"42,65917603",,192,2015-05-23T02:00:00Z,"75,5",,"30,5",,1,,"10,3",
ww-339BLOCK5PLOT28,3032571,WW5,Wheat_Winter_TUR,22321,https://doi.org/10.15454/KW1FXO,CENAD 512,VIRTUAL_TRIAL,,,,,14,4,,Rainfed,2015,,,"2,3",,,,,,190,2015-05-21T02:00:00Z,"100,5",,28,,2,2014-11-12T01:00:00Z,"7,3",
ww-339BLOCK6PLOT10,3033298,WW5,Wheat_Winter_TUR,22321,https://doi.org/10.15454/KW1FXO,CENAD 512,VIRTUAL_TRIAL,,,,,13,11,,Irrigated,2015,,,"2,3",,"0,7394209354",,"41,5",,192,2015-05-23T02:00:00Z,"106,5",,35,,1,,"10,8",
ww-100BLOCK5PLOT11,3032540,WW5,Wheat_Winter_TUR,22307,https://doi.org/10.15454/VWRXGK,CARSTENS VIII,VIRTUAL_TRIAL,,,,,11,2,,Rainfed,2015,,,,,,,,,204,2015-06-04T02:00:00Z,76,,13,,1,2014-11-12T01:00:00Z,,
ww-100BLOCK4PLOT22,3033582,WW5,Wheat_Winter_TUR,22307,https://doi.org/10.15454/VWRXGK,CARSTENS VIII,VIRTUAL_TRIAL,,,,,3,32,,Irrigated,2015,,,,,"0,6582117945",,"31,6463414634",,200,2015-05-31T02:00:00Z,"78,5",,27,,1,,"8,3",
ww-099BLOCK6PLOT20,3032692,WW5,Wheat_Winter_TUR,22788,https://doi.org/10.15454/SL7ZN1,FALCO,VIRTUAL_TRIAL,,,,,9,13,,Rainfed,2015,"0,6",,"1,2",,"0,649737303",,"37,1",,42156,2015-06-03T02:00:00Z,"90,5",,21,,2,2014-11-12T01:00:00Z,"9,5",
ww-099BLOCK2PLOT22,3033317,WW5,Wheat_Winter_TUR,22788,https://doi.org/10.15454/SL7ZN1,FALCO,VIRTUAL_TRIAL,,,,,4,13,,Irrigated,2015,,,,,"0,7395577396",,"38,3439490446",,197,2015-05-28T02:00:00Z,"75,5",,18,,1,,"9,8",
ww-218BLOCK6PLOT60,3032767,WW5,Wheat_Winter_TUR,48252,https://doi.org/10.15454/5XEM2F,IG 41606,VIRTUAL_TRIAL,,,,,14,18,,Rainfed,2015,,,"2,3",,"0,7307001795",,"39,9019607843",,42143,2015-05-21T02:00:00Z,92,,18,,2,2014-11-12T01:00:00Z,"6,2",
ww-218BLOCK4PLOT47,3033628,WW5,Wheat_Winter_TUR,48252,https://doi.org/10.15454/5XEM2F,IG 41606,VIRTUAL_TRIAL,,,,,7,35,,Irrigated,2015,"2,05",,"2,3",,"0,7691256831",,"41,3970588235",,188,2015-05-19T02:00:00Z,81,,"36,5",,1,,"7,4",
ww-365BLOCK5PLOT9,3032538,WW5,Wheat_Winter_TUR,22998,https://doi.org/10.15454/KUZL58,GRANIT,VIRTUAL_TRIAL,,,,,9,2,,Rainfed,2015,"3,6",,"1,2",,"0,7363542739",,"43,0722891566",,195,2015-05-26T02:00:00Z,"96,5",,26,,1,2014-11-12T01:00:00Z,"8,4",
ww-365BLOCK2PLOT5,3033286,WW5,Wheat_Winter_TUR,22998,https://doi.org/10.15454/KUZL58,GRANIT,VIRTUAL_TRIAL,,,,,1,11,,Irrigated,2015,"3,4",,"2,3",,"0,8386075949",,"44,1666666667",,195,2015-05-26T02:00:00Z,"78,5",,31,,1,,"9,5",
ww-366BLOCK8PLOT11,3032934,WW5,Wheat_Winter_TUR,23015,https://doi.org/10.15454/HD2FML,GULAR,VIRTUAL_TRIAL,,,,,13,30,,Rainfed,2015,,,,,,,,,42144,2015-05-21T02:00:00Z,69,,30,,2,2014-11-12T01:00:00Z,,
ww-366BLOCK6PLOT49,3033379,WW5,Wheat_Winter_TUR,23015,https://doi.org/10.15454/HD2FML,GULAR,VIRTUAL_TRIAL,,,,,10,17,,Irrigated,2015,,,"1,2",,"0,7644084934",,"36,5217391304",,186,2015-05-17T02:00:00Z,86,,29,,2,,"8,625",
ww-415BLOCK10PLOT33,3033113,WW5,Wheat_Winter_TUR,24185,https://doi.org/10.15454/8RFGNP,ROUGE DE MARCHISSY,VIRTUAL_TRIAL,,,,,10,43,,Rainfed,2015,,,,,"0,520979021",,"28,4713375796",,42158,2015-06-03T02:00:00Z,127,,36,,2,2014-11-12T01:00:00Z,"11,4",
ww-415BLOCK3PLOT37,3032852,WW5,Wheat_Winter_TUR,24185,https://doi.org/10.15454/8RFGNP,ROUGE DE MARCHISSY,VIRTUAL_TRIAL,,,,,1,25,,Rainfed,2015,,,,,"0,7308066084",,"37,6",,42158,2015-06-03T02:00:00Z,"112,5",,36,,2,2014-11-12T01:00:00Z,"10,1",
ww-415BLOCK2PLOT31,3033333,WW5,Wheat_Winter_TUR,24185,https://doi.org/10.15454/8RFGNP,ROUGE DE MARCHISSY,VIRTUAL_TRIAL,,,,,6,14,,Irrigated,2015,,,,,"0,5222437137",,"29,347826087",,197,2015-05-28T02:00:00Z,86,,42,,1,,"10,1",
ww-072BLOCK6PLOT27,3032706,WW5,Wheat_Winter_TUR,24211,https://doi.org/10.15454/6PZGJ3,RUSALKA,VIRTUAL_TRIAL,,,,,9,14,,Rainfed,2015,"3,9",,"2,3",,"0,7435897436",,"59,7058823529",,42145,2015-05-23T02:00:00Z,"83,5",,33,,2,2014-11-12T01:00:00Z,"7,7",
ww-072BLOCK5PLOT65,3033284,WW5,Wheat_Winter_TUR,24211,https://doi.org/10.15454/6PZGJ3,RUSALKA,VIRTUAL_TRIAL,,,,,13,10,,Irrigated,2015,"5,1",,"2,3",,"0,7330827068",,"48,0295566502",,186,2015-05-17T02:00:00Z,75,,24,,1,,"10,8",
ww-072BLOCK9PLOT19,3033708,WW5,Wheat_Winter_TUR,24211,https://doi.org/10.15454/6PZGJ3,RUSALKA,VIRTUAL_TRIAL,,,,,3,41,,Irrigated,2015,"3,45",,"2,3",,"0,7210787793",,"41,9834710744",,187,2015-05-18T02:00:00Z,"69,5",,11,,2,,"9,6",
