observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,ColdTolerance(CO_321:1000271),ColdTolerance(CO_321:1000271).date,FruitingEfficiency(WIPO:0000277),FruitingEfficiency(WIPO:0000277).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,PlotGrainWeight(CO_321:1000073),PlotGrainWeight(CO_321:1000073).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
ww-008Block4Plot11,3032257,WW3,Wheat_Winter_MTA,48137,https://doi.org/10.15454/ROQEAK,MODERN,VIRTUAL_TRIAL,,,,,17,15,,2015,"6,1",2015-06-15T02:00:00Z,5,2015-03-10T01:00:00Z,"0,9031141869",,"59,0497737557",,211,2015-05-19T02:00:00Z,75,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,686,2015-07-17T02:00:00Z,"9,4",
ww-1002Block1Plot31,3031933,WW3,Wheat_Winter_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,1,4,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7521367521",,"51,6129032258",,207,2015-05-15T02:00:00Z,94,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,522,2015-07-17T02:00:00Z,"9,9",
ww-1002Block2Plot36,3031959,WW3,Wheat_Winter_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,2,11,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,,,209,2015-05-17T02:00:00Z,97,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,842,2015-07-17T02:00:00Z,"11,1",
ww-1002Block3Plot41,3031986,WW3,Wheat_Winter_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,3,18,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7906976744",,"45,434298441",,210,2015-05-18T02:00:00Z,98,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,886,2015-07-17T02:00:00Z,"9,6",
ww-1002Block4Plot47,3032166,WW3,Wheat_Winter_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,12,19,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,762195122",,"42,8082191781",,210,2015-05-18T02:00:00Z,88,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,628,2015-07-17T02:00:00Z,"12,8",
ww-1002Block6Plot65,3032289,WW3,Wheat_Winter_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,19,7,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7846715328",,"46,2365591398",,209,2015-05-17T02:00:00Z,95,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,692,2015-07-17T02:00:00Z,12,
ww-1002Block5Plot60,3032315,WW3,Wheat_Winter_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,20,13,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7914110429",,"44,3298969072",,209,2015-05-17T02:00:00Z,90,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,560,2015-07-17T02:00:00Z,11,
ww-1002Block8Plot9,3032330,WW3,Wheat_Winter_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,21,8,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7396226415",,"39,837398374",,210,2015-05-18T02:00:00Z,85,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,954,2015-07-17T02:00:00Z,11,
ww-1002Block7Plot4,3032361,WW3,Wheat_Winter_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,23,1,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7760252366",,"44,9725776965",,210,2015-05-18T02:00:00Z,92,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,842,2015-07-17T02:00:00Z,"10,5",
ww-468Block6Plot17,3032264,WW3,Wheat_Winter_MTA,26298,https://doi.org/10.15454/HWVJPY,CROISEMENT 268,VIRTUAL_TRIAL,,,,,18,2,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7749196141",,50,,221,2015-05-29T02:00:00Z,136,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,620,2015-07-17T02:00:00Z,"10,8",
ww-468Block9Plot23,3032337,WW3,Wheat_Winter_MTA,26298,https://doi.org/10.15454/HWVJPY,CROISEMENT 268,VIRTUAL_TRIAL,,,,,21,16,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7772727273",,"43,7340153453",,219,2015-05-27T02:00:00Z,128,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,582,2015-07-17T02:00:00Z,"12,5",
ww-322Block6Plot2,3032148,WW3,Wheat_Winter_MTA,21934,https://doi.org/10.15454/XZDAYM,ARGENT,VIRTUAL_TRIAL,,,,,12,1,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6605504587",,"41,5384615385",,218,2015-05-26T02:00:00Z,73,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,494,2015-07-17T02:00:00Z,"11,5",
ww-137Block8Plot54,3032430,WW3,Wheat_Winter_MTA,24249,https://doi.org/10.15454/CNZ9NW,SAN PROSPERO,VIRTUAL_TRIAL,,,,,26,12,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5387453875",,"35,6968215159",,205,2015-05-13T02:00:00Z,73,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,444,2015-07-17T02:00:00Z,7,
ww-469Block8Plot56,3032469,WW3,Wheat_Winter_MTA,26307,https://doi.org/10.15454/6CWYBQ,SPIN 121-VAR.12/536,VIRTUAL_TRIAL,,,,,28,12,,2015,"4,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5666666667",,"28,1767955801",,207,2015-05-15T02:00:00Z,88,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,238,2015-07-17T02:00:00Z,"9,5",
ww-136Block8Plot3,3032367,WW3,Wheat_Winter_MTA,22506,https://doi.org/10.15454/RAQ95D,CONTE MARZOTTO,VIRTUAL_TRIAL,,,,,23,7,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,773480663",,"34,4827586207",,205,2015-05-13T02:00:00Z,71,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,524,2015-07-17T02:00:00Z,11,
ww-194Block1Plot48,3032073,WW3,Wheat_Winter_MTA,22547,https://doi.org/10.15454/ILITCD,CUMHURYET 75,VIRTUAL_TRIAL,,,,,8,5,,2015,"4,8",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5882352941",,"54,347826087",,203,2015-05-11T02:00:00Z,93,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,448,2015-07-17T02:00:00Z,"10,4",
ww-105Block8Plot66,3032470,WW3,Wheat_Winter_MTA,24630,https://doi.org/10.15454/JDNZVI,VIRTUE,VIRTUAL_TRIAL,,,,,28,13,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7773109244",,"36,7063492063",,217,2015-05-25T02:00:00Z,70,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,358,2015-07-17T02:00:00Z,"10,5",
ww-132Block4Plot2,3032161,WW3,Wheat_Winter_MTA,26324,https://doi.org/10.15454/DDWMHT,NOVARO,VIRTUAL_TRIAL,,,,,12,14,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8007117438",,"49,5594713656",,209,2015-05-17T02:00:00Z,94,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,614,2015-07-17T02:00:00Z,"8,8",
ww-213Block2Plot13,3032096,WW3,Wheat_Winter_MTA,26357,https://doi.org/10.15454/TNSBM8,SARY-BUGDA,VIRTUAL_TRIAL,,,,,9,8,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7247706422",,"55,8303886926",,200,2015-05-08T02:00:00Z,80,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,280,2015-07-17T02:00:00Z,"11,1",
ww-213Block9Plot24,3032357,WW3,Wheat_Winter_MTA,26357,https://doi.org/10.15454/TNSBM8,SARY-BUGDA,VIRTUAL_TRIAL,,,,,22,16,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7706422018",,"57,5342465753",,199,2015-05-07T02:00:00Z,83,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,324,2015-07-17T02:00:00Z,"12,1",
ww-049Block3Plot57,3032107,WW3,Wheat_Winter_MTA,48118,https://doi.org/10.15454/A1SFDK,BROMPTON,VIRTUAL_TRIAL,,,,,9,19,,2015,0,2015-06-15T02:00:00Z,3,2015-03-10T01:00:00Z,,,,,226,2015-06-03T02:00:00Z,66,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,206,2015-07-17T02:00:00Z,,
ww-155Block4Plot50,3032222,WW3,Wheat_Winter_MTA,48211,https://doi.org/10.15454/QZNR8E,MONTY,VIRTUAL_TRIAL,,,,,15,19,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5402298851",,"27,0633397313",,222,2015-05-30T02:00:00Z,61,2015-06-12T02:00:00Z,1,2014-12-01T01:00:00Z,120,2015-07-17T02:00:00Z,"8,4",
ww-426Block1Plot8,3032069,WW3,Wheat_Winter_MTA,24573,https://doi.org/10.15454/XJE0AX,VALDOR,VIRTUAL_TRIAL,,,,,8,1,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,768115942",,"46,5934065934",,217,2015-05-25T02:00:00Z,113,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,608,2015-07-17T02:00:00Z,"11,5",
ww-077Block7Plot20,3032459,WW3,Wheat_Winter_MTA,23778,https://doi.org/10.15454/SGTBP6,NS732,VIRTUAL_TRIAL,,,,,28,2,,2015,"5,2",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,,,"31,5972222222",,204,2015-05-12T02:00:00Z,55,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,250,2015-07-17T02:00:00Z,"8,1",
ww-348Block6Plot52,3032229,WW3,Wheat_Winter_MTA,26327,https://doi.org/10.15454/RLW65J,DIANA,VIRTUAL_TRIAL,,,,,16,6,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7248062016",,"40,3017241379",,221,2015-05-29T02:00:00Z,116,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,424,2015-07-17T02:00:00Z,"9,7",
ww-398Block8Plot51,3032372,WW3,Wheat_Winter_MTA,23717,https://doi.org/10.15454/KZGBUA,NONG DA NO.141,VIRTUAL_TRIAL,,,,,23,12,,2015,"4,3",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,"21,875",,204,2015-05-12T02:00:00Z,67,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,284,2015-07-17T02:00:00Z,"7,7",
ww-398Block9Plot5,3032374,WW3,Wheat_Winter_MTA,23717,https://doi.org/10.15454/KZGBUA,NONG DA NO.141,VIRTUAL_TRIAL,,,,,23,14,,2015,"3,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7888198758",,"40,4458598726",,204,2015-05-12T02:00:00Z,78,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,362,2015-07-17T02:00:00Z,"8,6",
ww-375Block4Plot3,3032181,WW3,Wheat_Winter_MTA,23209,https://doi.org/10.15454/CBYUPS,JUFY II,VIRTUAL_TRIAL,,,,,13,14,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7427385892",,"33,1983805668",,216,2015-05-24T02:00:00Z,109,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,704,2015-07-17T02:00:00Z,"11,8",
ww-079Block7Plot16,3032381,WW3,Wheat_Winter_MTA,23733,https://doi.org/10.15454/KVBAYK,NORIN 4,VIRTUAL_TRIAL,,,,,24,2,,2015,"3,3",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6594202899",,"31,5972222222",,204,2015-05-12T02:00:00Z,62,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,228,2015-07-17T02:00:00Z,9,
ww-346Block5Plot31,3032138,WW3,Wheat_Winter_MTA,22564,https://doi.org/10.15454/GPP5VR,DANUBIA,VIRTUAL_TRIAL,,,,,11,11,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8145695364",,"37,5572519084",,221,2015-05-29T02:00:00Z,76,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,344,2015-07-17T02:00:00Z,"11,6",
ww-347Block6Plot47,3032133,WW3,Wheat_Winter_MTA,22584,https://doi.org/10.15454/HPBXOW,DETENICKA CERVENA,VIRTUAL_TRIAL,,,,,11,6,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,8303571429",,"49,4680851064",,218,2015-05-26T02:00:00Z,142,2015-06-12T02:00:00Z,1,2014-12-01T01:00:00Z,514,2015-07-17T02:00:00Z,"12,2",
ww-421Block6Plot4,3032187,WW3,Wheat_Winter_MTA,24402,https://doi.org/10.15454/BTJX33,TAHTI,VIRTUAL_TRIAL,,,,,14,1,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7859778598",,"37,8330373002",,211,2015-05-19T02:00:00Z,109,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,678,2015-07-17T02:00:00Z,"10,8",
ww-421Block9Plot40,3032474,WW3,Wheat_Winter_MTA,24402,https://doi.org/10.15454/BTJX33,TAHTI,VIRTUAL_TRIAL,,,,,28,17,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7802690583",,"37,8260869565",,210,2015-05-18T02:00:00Z,122,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,714,2015-07-17T02:00:00Z,11,
ww-419Block4Plot27,3032184,WW3,Wheat_Winter_MTA,24366,https://doi.org/10.15454/BOKUVZ,STRUBES DICKKOPF,VIRTUAL_TRIAL,,,,,13,17,,2015,"3,2",2015-06-15T02:00:00Z,2,2015-03-10T01:00:00Z,"0,7672727273",,"47,7375565611",,225,2015-06-02T02:00:00Z,105,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,350,2015-07-17T02:00:00Z,"8,4",
ww-423Block6Plot15,3032225,WW3,Wheat_Winter_MTA,24507,https://doi.org/10.15454/RU5WME,TRIGO DE MONTE,VIRTUAL_TRIAL,,,,,16,2,,2015,"7,6",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6992481203",,"45,145631068",,222,2015-05-30T02:00:00Z,111,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,366,2015-07-17T02:00:00Z,"10,3",
ww-158Block5Plot53,3032180,WW3,Wheat_Winter_MTA,25180,https://doi.org/10.15454/2QKTYW,SPERBER,VIRTUAL_TRIAL,,,,,13,13,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7021276596",,"35,0318471338",,221,2015-05-29T02:00:00Z,91,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,336,2015-07-17T02:00:00Z,"7,7",
ww-093Block2Plot58,3032001,WW3,Wheat_Winter_MTA,25484,https://doi.org/10.15454/QRMJJY,RED HUSSAR,VIRTUAL_TRIAL,,,,,4,13,,2015,"6,3",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7252252252",,"43,75",,212,2015-05-20T02:00:00Z,119,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,638,2015-07-17T02:00:00Z,"11,9",
ww-441Block6Plot11,3032149,WW3,Wheat_Winter_MTA,25594,https://doi.org/10.15454/1K0VPV,VOLT,VIRTUAL_TRIAL,,,,,12,2,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,824742268",,"41,3793103448",,210,2015-05-18T02:00:00Z,77,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,634,2015-07-17T02:00:00Z,"10,3",
ww-170Block5Plot58,3032275,WW3,Wheat_Winter_MTA,25690,https://doi.org/10.15454/KPUN03,OPATA 85,VIRTUAL_TRIAL,,,,,18,13,,2015,"3,9",2015-06-15T02:00:00Z,8,2015-03-10T01:00:00Z,"0,7443609023",,40,,210,2015-05-18T02:00:00Z,70,2015-06-12T02:00:00Z,1,2014-12-01T01:00:00Z,136,2015-07-17T02:00:00Z,"10,5",
ww-447Block7Plot6,3032399,WW3,Wheat_Winter_MTA,25725,https://doi.org/10.15454/ZTTBW7,ROKYCANSKA SAMETKA,VIRTUAL_TRIAL,,,,,25,1,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6465517241",,"34,4036697248",,227,2015-06-04T02:00:00Z,131,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,256,2015-07-17T02:00:00Z,"13,4",
ww-171Block8Plot13,3032406,WW3,Wheat_Winter_MTA,25691,https://doi.org/10.15454/L6KYH7,W7984,VIRTUAL_TRIAL,,,,,25,8,,2015,"5,5",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5953307393",,"49,5145631068",,209,2015-05-17T02:00:00Z,74,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,40,2015-07-17T02:00:00Z,10,
ww-486Block3Plot10,3031963,WW3,Wheat_Winter_MTA,25691,https://doi.org/10.15454/L6KYH7,W7984,VIRTUAL_TRIAL,,,,,2,15,,2015,"4,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,,,211,2015-05-19T02:00:00Z,71,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,78,2015-07-17T02:00:00Z,"10,8",
ww-307Block1Plot65,3032015,WW3,Wheat_Winter_MTA,25783,https://doi.org/10.15454/VN2RPU,MIRLEBEN,VIRTUAL_TRIAL,,,,,5,7,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8032786885",,"35,4430379747",,213,2015-05-21T02:00:00Z,84,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,610,2015-07-17T02:00:00Z,"11,4",
ww-450Block6Plot9,3032283,WW3,Wheat_Winter_MTA,25850,https://doi.org/10.15454/OJBHUR,EQUINOX,VIRTUAL_TRIAL,,,,,19,1,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7363636364",,"43,0088495575",,218,2015-05-26T02:00:00Z,69,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,510,2015-07-17T02:00:00Z,"8,7",
ww-424Block5Plot26,3032233,WW3,Wheat_Winter_MTA,24523,https://doi.org/10.15454/K75B3N,TURDA 81-77,VIRTUAL_TRIAL,,,,,16,10,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7727272727",,"44,4444444444",,209,2015-05-17T02:00:00Z,85,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,500,2015-07-17T02:00:00Z,"9,6",
ww-425Block2Plot54,3032119,WW3,Wheat_Winter_MTA,24570,https://doi.org/10.15454/03IF3R,VAKKA,VIRTUAL_TRIAL,,,,,10,12,,2015,2,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7232142857",,"27,3187183811",,220,2015-05-28T02:00:00Z,91,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,198,2015-07-17T02:00:00Z,"8,7",
ww-427Block2Plot10,3032036,WW3,Wheat_Winter_MTA,24826,https://doi.org/10.15454/N7DCTM,RONGOTEA,VIRTUAL_TRIAL,,,,,6,8,,2015,5,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,64",,"37,9661016949",,211,2015-05-19T02:00:00Z,77,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,382,2015-07-17T02:00:00Z,"9,2",
ww-302Block4Plot1,3032141,WW3,Wheat_Winter_MTA,24972,https://doi.org/10.15454/SY9HRB,ZANDA,VIRTUAL_TRIAL,,,,,11,14,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,8926829268",,"42,4593967517",,223,2015-05-31T02:00:00Z,122,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,490,2015-07-17T02:00:00Z,"7,6",
ww-431Block5Plot42,3032159,WW3,Wheat_Winter_MTA,25064,https://doi.org/10.15454/QG0WXC,NEELKANT,VIRTUAL_TRIAL,,,,,12,12,,2015,"4,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8995633188",,"43,006263048",,209,2015-05-17T02:00:00Z,82,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,438,2015-07-17T02:00:00Z,"12,5",
ww-339Block9Plot28,3032434,WW3,Wheat_Winter_MTA,22321,https://doi.org/10.15454/KW1FXO,CENAD 512,VIRTUAL_TRIAL,,,,,26,16,,2015,"5,2",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5229885057",,"29,7385620915",,208,2015-05-16T02:00:00Z,115,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,560,2015-07-17T02:00:00Z,12,
ww-339Block8Plot55,3032449,WW3,Wheat_Winter_MTA,22321,https://doi.org/10.15454/KW1FXO,CENAD 512,VIRTUAL_TRIAL,,,,,27,12,,2015,"5,2",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5446428571",,"37,1951219512",,207,2015-05-15T02:00:00Z,111,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,508,2015-07-17T02:00:00Z,"10,2",
ww-100Block7Plot7,3032419,WW3,Wheat_Winter_MTA,22307,https://doi.org/10.15454/VWRXGK,CARSTENS VIII,VIRTUAL_TRIAL,,,,,26,1,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5129533679",,"23,7410071942",,227,2015-06-04T02:00:00Z,83,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,76,2015-07-17T02:00:00Z,"8,5",
ww-099Block5Plot35,3032214,WW3,Wheat_Winter_MTA,22788,https://doi.org/10.15454/SL7ZN1,FALCO,VIRTUAL_TRIAL,,,,,15,11,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5869565217",,"26,4705882353",,225,2015-06-02T02:00:00Z,97,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,410,2015-07-17T02:00:00Z,"10,7",
ww-218Block5Plot63,3032256,WW3,Wheat_Winter_MTA,48252,https://doi.org/10.15454/5XEM2F,IG 41606,VIRTUAL_TRIAL,,,,,17,14,,2015,"3,6",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,8130841121",,"32,7067669173",,205,2015-05-13T02:00:00Z,93,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,204,2015-07-17T02:00:00Z,"7,8",
ww-365Block8Plot21,3032369,WW3,Wheat_Winter_MTA,22998,https://doi.org/10.15454/KUZL58,GRANIT,VIRTUAL_TRIAL,,,,,23,9,,2015,"6,4",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7244582043",,"47,7551020408",,213,2015-05-21T02:00:00Z,95,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,418,2015-07-17T02:00:00Z,10,
ww-366Block6Plot41,3032208,WW3,Wheat_Winter_MTA,23015,https://doi.org/10.15454/HD2FML,GULAR,VIRTUAL_TRIAL,,,,,15,5,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7752293578",,"42,144638404",,202,2015-05-10T02:00:00Z,89,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,346,2015-07-17T02:00:00Z,"10,1",
ww-366Block9Plot42,3032512,WW3,Wheat_Winter_MTA,23015,https://doi.org/10.15454/HD2FML,GULAR,VIRTUAL_TRIAL,,,,,30,17,,2015,0,2015-06-15T02:00:00Z,3,2015-03-10T01:00:00Z,"0,6470588235",,"41,2868632708",,202,2015-05-10T02:00:00Z,90,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,368,2015-07-17T02:00:00Z,9,
ww-415Block7Plot25,3032344,WW3,Wheat_Winter_MTA,24185,https://doi.org/10.15454/8RFGNP,ROUGE DE MARCHISSY,VIRTUAL_TRIAL,,,,,22,3,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,81",,"43,5483870968",,218,2015-05-26T02:00:00Z,133,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,618,2015-07-17T02:00:00Z,"13,7",
ww-072Block4Plot32,3032279,WW3,Wheat_Winter_MTA,24211,https://doi.org/10.15454/6PZGJ3,RUSALKA,VIRTUAL_TRIAL,,,,,18,17,,2015,5,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7394366197",,"55,2631578947",,203,2015-05-11T02:00:00Z,63,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,546,2015-07-17T02:00:00Z,"8,3",
ww-098Block4Plot54,3032301,WW3,Wheat_Winter_MTA,24129,https://doi.org/10.15454/5FHWV5,RIEBESEL 47-51,VIRTUAL_TRIAL,,,,,19,19,,2015,"6,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6898954704",,"32,2475570033",,222,2015-05-30T02:00:00Z,95,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,256,2015-07-17T02:00:00Z,"11,9",
ww-417Block1Plot38,3032072,WW3,Wheat_Winter_MTA,24285,https://doi.org/10.15454/PNX8KK,SEU SEUN 27,VIRTUAL_TRIAL,,,,,8,4,,2015,"2,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7633136095",,"49,4252873563",,203,2015-05-11T02:00:00Z,96,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,414,2015-07-17T02:00:00Z,"9,4",
ww-422Block7Plot24,3032325,WW3,Wheat_Winter_MTA,24502,https://doi.org/10.15454/LS50OY,TREMESINO MEIRA,VIRTUAL_TRIAL,,,,,21,3,,2015,"6,3",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6918604651",,"35,4166666667",,208,2015-05-16T02:00:00Z,109,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,410,2015-07-17T02:00:00Z,10,
ww-435Block1Plot10,3032109,WW3,Wheat_Winter_MTA,25209,https://doi.org/10.15454/6OYTC4,LIMPOPO,VIRTUAL_TRIAL,,,,,10,1,,2015,"3,8",2015-06-15T02:00:00Z,8,2015-03-10T01:00:00Z,"0,746031746",,"39,2",,207,2015-05-15T02:00:00Z,47,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,72,2015-07-17T02:00:00Z,"8,7",
