id,name,class,description,entity,attribute,xref
1010003,Grain area,MorphologicalTrait,,grain,area,
1010003,Grain area,MorphologicalTrait,,grain,area,
1010003,Grain area,MorphologicalTrait,,grain,area,
1010003,Grain area,MorphologicalTrait,,grain,area,
1010003,Grain area,MorphologicalTrait,,grain,area,
1010003,Grain area,MorphologicalTrait,,grain,area,
1010003,Grain area,MorphologicalTrait,,grain,area,
0000007,Aboveground biomass,AgronomicalTrait,All above-ground biomass.,Plant,Aboveground biomass at maturity,WIPO:0010004
1010100,Post-anthesis dry matter assimilation,AgronomicalTrait, (AGDM.Z92 - AGDM.Z65),,,
1010102,Awnedness,MorphologicalTrait,,,,
0000006,Aboveground biomass,AgronomicalTrait,All above-ground biomass.,Plant,Aboveground biomass at maturity,WIPO:0010004
1010007,Real number of degree-days from inoculation to first notation,BioticStressTrait,,,,
1010103,Real number of degree-days from inoculation to second notation,BioticStressTrait,,,,
0000007,Sowing date,PhenologicalTrait,,,,
0000021,Emergence time,PhenologicalTrait,,plant,emergence,
1010104,Ear at 1cm,PhenologicalTrait,,,,
1010012,Ear emergence,PhenologicalTrait,,ear,emergence,
1010012,Ear emergence,PhenologicalTrait,,ear,emergence,
1010012,Ear emergence,PhenologicalTrait,,ear,emergence,
1010013,Flowering date,PhenologicalTrait,,,,
1010013,Flowering date,PhenologicalTrait,,,,
0000008,Harvest date,PhenologicalTrait,,,,
1010016,Grain nitrogen coming from remobilization,AgronomicalTrait,(REMN / GNY),,,
1010017,Nitrogen remobilization efficiency,AgronomicalTrait, (REMN / ABSN.Z65),,,
1010018,End of senescence converted from flowering date ,MorphologicalTrait,,,,
1010108,Leaf rolling,MorphologicalTrait,,leaf,rolling,
1010108,Leaf rolling,MorphologicalTrait,,leaf,rolling,
1010108,Leaf rolling,MorphologicalTrait,,leaf,rolling,
0000005,Aboveground biomass,AgronomicalTrait,All above-ground biomass.,Plant,Aboveground biomass at maturity,WIPO:0010004
1010109,Above-ground nitrogen concentration,QualityTrait,,,,
1010101,Fusarium dammaged kernels,BioticStressTrait,,,,
0000058,Spikelet number,AgronomicalTrait,Number of spikelets per spike.,Spikelet,Number,
1010115,Infected spikes observed on 100 spikes,BioticStressTrait,,,,
1010115,Infected spikes observed on 100 spikes,BioticStressTrait,,,,
1010105,Grain nitrogen concentration,QualityTrait,,,,
1010106,Grain nitrogen yield,QualityTrait,,,,
0000017,Grain number,AgronomicalTrait,Number of grains expressed as per unit area or sample.,Grain,Number,WIPO:0010107
1010015,Grain protein concentration,QualityTrait,,,,
0000038,Grain number per spike,AgronomicalTrait,Number of grains per spike.,Spike,Grain number,WIPO:0010125
1010098,Grain to straw dry matter ratio,AgronomicalTrait,,,,
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,"WIPO:0010073,WIPO:0010111"
0000013,Grain yield,AgronomicalTrait,Amount (weight) of grains that was harvested.,Grain,Yield,WIPO:0010019
0000013,Grain yield,AgronomicalTrait,Amount (weight) of grains that was harvested.,Grain,Yield,WIPO:0010019
1010117,Grain dry matter per sample,AgronomicalTrait,,,,
1010021,Plot harvested area,AgronomicalTrait,,,,
0000056,Spike length,MorphologicalTrait,Length of spike.,Spike,Length,WIPO:0010022
0000123,Harvest index,AgronomicalTrait,A ratio of grain yield to total above ground biomass.,Plant,Biomass partitioning to grain,WIPO:0010023
1010024,Hygrometry,AbioticStressTrait,Air Humidity,,,
1010025,Nitrogen nutrition index,QualityTrait,,,,
1010025,Nitrogen nutrition index,QualityTrait,,,,
1010026,Fusarium inoculation date,BioticStressTrait,,,,
1010027,Fusarium inoculation group,BioticStressTrait,Depending on inoculation date,,,
1010028,Senescence duration,MorphologicalTrait,,,,
1010028,Senescence duration ,MorphologicalTrait,,,,
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,"WIPO:0010056,WIPO:0010029"
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,"WIPO:0010056,WIPO:0010029"
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,"WIPO:0010056,WIPO:0010029"
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,"WIPO:0010056,WIPO:0010029"
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,"WIPO:0010056,WIPO:0010029"
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,"WIPO:0010056,WIPO:0010029"
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,"WIPO:0010056,WIPO:0010029"
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,"WIPO:0010056,WIPO:0010029"
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,"WIPO:0010056,WIPO:0010029"
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,"WIPO:0010056,WIPO:0010029"
0000167,Lodging incidence,AgronomicalTrait,Indicates incidence of lodged plants.,Plant,Lodging incidence,WIPO:0010030
0000017,Grain number,AgronomicalTrait,Number of grains expressed as per unit area or sample.,Grain,Number,WIPO:0010131
0000924,Fusarium graminearum incidence,BioticStressTrait,Fusarium graminearum incidence in the plants.,Spike,Fusarium graminearum incidence,
1010096,Spikelets with fusarium,BioticStressTrait,,,,
1010095,Spikes with fusarium post fusarium inoculation,BioticStressTrait,,,,
1010095,Spikes with fusarium post fusarium inoculation,BioticStressTrait,,,,
1010097,Fusarium score post fusarium inoculation,BioticStressTrait,,,,
1010097,Fusarium score post fusarium inoculation,BioticStressTrait,,,,
0000919,Septoria tritici blotch incidence,BioticStressTrait,Septoria tritici blotch incidence in the plants caused by the agent Mycosphaerella graminicola (Septoria tritici). symptoms: the lesions are linear and restricted laterally.,Plant,Septoria tritici blotch incidence,WIPO:0010033
1010034,Septoria inoculation date,BioticStressTrait,,,,
1010035,Septoria tritici - Field Disease Index,BioticStressTrait,FLAG est la feuille drapeau FLAG-1 est la feuille sous la feuille drapeau (avant derniere feuille) . Pour chaque interaction 5 feuilles FLAG et 5 feuilles FLAG-1 sont notees sur une echelle de 0 a 9. FLAGmean et FLAG-1mean correspondent a la moyenne de ces 5 notes.,,,
1010036,Septoria score on leaf ,BioticStressTrait,,,,
1010036,Septoria score on leaf ,BioticStressTrait,,,,
1010037,Septoria tritici - Seedling Disease Index,BioticStressTrait,"GREEN, NECROSIS et PYCNIDIA correspondent respectivement au pourcentage de la surface inoculee de la premiere vraie feuille qui est VERTE, NECROSEE, ou SPORULANTE. Les valeurs de chaque parametre sont donc comprises entre 0 et 100% et GREEN+NECROSIS ne peut pas etre superieur a 100%.",,,
1010038,Score septoriose : sporulations sur plantules,BioticStressTrait,,,,
1010039,Above-ground nitrogen per area,AgronomicalTrait,,,,
0000301,Canopy normalized difference vegetation index,PhysiologicalTrait,Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.,Canopy,Normalized difference vegetation index,WIPO:0010040
0000301,Canopy normalized difference vegetation index,PhysiologicalTrait,Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.,Canopy,Normalized difference vegetation index,WIPO:0010040
0000301,Canopy normalized difference vegetation index,PhysiologicalTrait,Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.,Canopy,Normalized difference vegetation index,WIPO:0010040
0000301,Canopy normalized difference vegetation index,PhysiologicalTrait,Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.,Canopy,Normalized difference vegetation index,WIPO:0010040
0000301,Canopy normalized difference vegetation index,PhysiologicalTrait,Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.,Canopy,Normalized difference vegetation index,WIPO:0010040
0000301,Canopy normalized difference vegetation index,PhysiologicalTrait,Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.,Canopy,Normalized difference vegetation index,WIPO:0010040
1010099,Maximun above-ground nitrogen ,AgronomicalTrait,,,,
1010041,Nitrogen harvest index,QualityTrait,,,,
1010043,Straw nitrogen content,MorphologicalTrait,Straw = (stem + leaf + shaff),,,
0000190,Tiller number,AgronomicalTrait,"Number of total tillers (fertile and infertile) per unit area, sample or plant.",Tiller,Number,WIPO:0010044
1010045,Above-ground nitrogen per area,AgronomicalTrait,,,,
1010046,Maximun above-ground nitrogen,AgronomicalTrait,,,,
1010047,Above-ground nitrogen per area,AgronomicalTrait,,,,
1010048,Nitrogen use efficiency ,QualityTrait, (GY / available N),,,
1010049,N use efficiency to protein ,QualityTrait, (GPC / available N),,,
1010050,N uptake efficiency ,QualityTrait, (ABSN / available N),,,
1010051,N uptake efficiency ,QualityTrait, (ABSN / available N),,,
1010052,Nitrogen utilisation efficiency ,QualityTrait,(GY / ABSN),,,
1010053,Nitrogen utilisation efficiency to protein,QualityTrait,(GPC / ABSN),,,
1010054,Mean grain area,MorphologicalTrait,,,,
0000937,Powdery mildew incidence,BioticStressTrait,Powdery mildew incidence in the plants caused by the agent Blumeria graminis (Erysiphe graminis) f. sp. tritici.,Leaf,Powdery mildew incidence,WIPO:0010055
0000979,Grain length,QualityTrait,Length of whole grain.,Grain,Length,WIPO:0010056
0000980,Grain width,QualityTrait,Width of whole grain.,Grain,Width,WIPO:0010057
0000020,Plant height,AgronomicalTrait,"Height of plant from ground to top of spike, excluding awns.",Plant,Height,WIPO:0010058
1010059,Plants per area,QualityTrait,,,,
1010059,Plants per area,QualityTrait,,,,
1010060,Brown rust score,BioticStressTrait,,,,
1010093,Fusarium fungal mass,BioticStressTrait,,,,
1010063,Post-anthesis nitrogen remobilization ,QualityTrait,(ABSN.Z65 - NSA.Z92),,,
0000012,Grain moisture content,AgronomicalTrait,Moisture content of grain.,Grain,Moisture content,WIPO:0010064
0000907,Stripe rust notes,BioticStressTrait,Stripe rust (yellow rust) incidence/severity/response in the plants caused by the agent Puccinia striiformis f.sp. tritici.,Leaf,Stripe rust notes,WIPO:0010065
0000055,Spike density,MorphologicalTrait,Density or compactness of a wheat spike.,Spike,Density,WIPO:0010066
1010000,Leaf senescence,MorphologicalTrait,,,,
1010000,Leaf senescence,MorphologicalTrait,,,,
1010000,Leaf senescence,MorphologicalTrait,,,,
1010000,Leaf senescence,MorphologicalTrait,,,,
0000058,Spikelet number,AgronomicalTrait,Number of spikelets per spike.,Spikelet,Number,WIPO:0010067
1010068,Start of senescence converted from flowering date,MorphologicalTrait,,,,
0001032,Forage dry matter,AgronomicalTrait,Forage dry matter.,Plant,Forage dry matter,
1010070,Staw nitrogen concentration,QualityTrait,,,,
0000159,Grain test weight,QualityTrait,Test weight or specific weight is the weight of a fixed volume of clean grains.,Grain,Test weight,WIPO:0010071
0000193,Canopy temperature,PhysiologicalTrait,The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.,Canopy,Temperature,WIPO:0010072
0000193,Canopy temperature,PhysiologicalTrait,The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.,Canopy,Temperature,WIPO:0010072
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,WIPO:0010073
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,WIPO:0010074
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,WIPO:0010074
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,"WIPO:0010074, WIPO:0010076"
0000193,Canopy temperature,PhysiologicalTrait,The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.,Canopy,Temperature,WIPO:0010072
0000193,Canopy temperature,PhysiologicalTrait,The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.,Canopy,Temperature,WIPO:0010072
0000193,Canopy temperature,PhysiologicalTrait,The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.,Canopy,Temperature,WIPO:0010072
0000193,Canopy temperature,PhysiologicalTrait,The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.,Canopy,Temperature,WIPO:0010072
0000193,Canopy temperature,PhysiologicalTrait,The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.,Canopy,Temperature,WIPO:0010072
0000193,Canopy temperature,PhysiologicalTrait,The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.,Canopy,Temperature,WIPO:0010072
0000193,Canopy temperature,PhysiologicalTrait,The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.,Canopy,Temperature,WIPO:0010072
0000193,Canopy temperature,PhysiologicalTrait,The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.,Canopy,Temperature,WIPO:0010072
0000058,Spikelet number,AgronomicalTrait,Number of spikelets per spike.,Spikelet,Number,WIPO:0010080
1010081,Plot agronomic validity,MorphologicalTrait,,,,
1010082,Vegetation index,PhysiologicalTrait,,,,
1010082,Vegetation index,PhysiologicalTrait,,,,
1010082,Vegetation index,PhysiologicalTrait,,,,
1010082,Vegetation index,PhysiologicalTrait,,,,
1010082,Vegetation index,PhysiologicalTrait,,,,
1010082,Vegetation index,PhysiologicalTrait,,,,
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,WIPO:0010083
1010084,Grain diameter,MorphologicalTrait,,,,
1010084,Grain diameter,MorphologicalTrait,,,,
1010084,Grain diameter,MorphologicalTrait,,,,
1010084,Grain diameter,MorphologicalTrait,,,,
1010084,Grain diameter,MorphologicalTrait,,,,
1010084,Grain diameter,MorphologicalTrait,,,,
1010084,Grain diameter,MorphologicalTrait,,,,
1010084,Grain diameter,MorphologicalTrait,,,,
1010084,Grain diameter,MorphologicalTrait,,,,
1010084,Grain diameter,MorphologicalTrait,,,,
1010085,Soil water reserve,EnvironmentalTrait,,,,
0000184,Leaf area index,AgronomicalTrait,It is a dimensionless quantity that characterizes plant canopies and defined as the leaf area per unit ground surface area.,Plant,Leaf area index,WIPO:0010011
0000072,Grain hardness,QualityTrait,Grain hardness is used as a grading factor to determine the type of wheat. It is a key determinant for classification of wheat and end product quality.,Grain,Hardness,WIPO:0010088
0000013,Grain yield,AgronomicalTrait,Amount (weight) of grains that was harvested.,Grain,Yield,WIPO:0010019
0000020,Plant height,AgronomicalTrait,"Height of plant from ground to top of spike, excluding awns.",Plant,Height,WIPO:0010058
1010127,Precocity,AgronomicalTrait,,,,
0000025,Grain weight,AgronomicalTrait,"Grain weight usually expressed as weight of single, one hundred, two hundred or thousand grains.",Grain,Weight,WIPO:0010074
0000687,Leaf rust notes,BioticStressTrait,Leaf rust (brown rust) incidence/severity/response in the plants caused by the agent Puccinia recondita.,Leaf,Leaf rust notes,WIPO:0010129
1010130,Zeleny sedimentation test,OtherTrait,,,,
1010131,ratio tenacity/extensibility,QualityTrait,,,,
1010132,SDS sedimentation test,OtherTrait,,,,
1010146,Potential viscosity ethanolic,QualityTrait,,,,
1010156,strength parameter,QualityTrait,,,,
1010155,tenacity parameter,QualityTrait,,,,
1010154,extensibility parameter,QualityTrait,,,,
1010153,Pelshenke test,QualityTrait,"This method is based on the capacity of a ball of yeasted dough to retain the gas produced during fermentation. The method provides an indication of gluten strength in wheat, i.e., the longer the gas retention (time elapsed for ball to disintegrate), the higher the gluten strength. It is used as a screening method in wheat breeding.",,,
1010152,swelling parameter,QualityTrait,,,,
1010145,hag,QualityTrait,,,,
1010151,dough score,QualityTrait,,,,
1010150,bread score,QualityTrait,,,,
1010148,total score,QualityTrait,,,,
1010147,bread volume,QualityTrait,,,,
1010151,dough score,QualityTrait,,,,
1010150,bread score,QualityTrait,,,,
1010149,crumb score,QualityTrait,,,,
1010148,total score,QualityTrait,,,,
1010147,bread volume,QualityTrait,,,,
1010151,dough score,QualityTrait,,,,
1010150,bread score,QualityTrait,,,,
1010149,crumb score,QualityTrait,,,,
1010148,total score,QualityTrait,,,,
1010147,bread volume,QualityTrait,,,,
1010151,dough score,QualityTrait,,,,
1010150,bread score,QualityTrait,,,,
1010149,crumb score,QualityTrait,,,,
1010148,total score,QualityTrait,,,,
1010147,bread volume,QualityTrait,,,,
1010139,Susceptibility to cercosporella,BioticStressTrait,,,,
1010139,Susceptibility to cercosporella,BioticStressTrait,,,,
1010151,dough score,QualityTrait,,,,
1010150,bread score,QualityTrait,,,,
1010149,crumb score,QualityTrait,,,,
1010148,total score,QualityTrait,,,,
1010147,bread volume,QualityTrait,,,,
1010144,Frost susceptibility,AbioticStressTrait,,,,
