id,name,class,description,formula,reference
0000690,Double digit Estimation,EstimationMethod,"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.",,"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000844,TSpl date Estimation,EstimationMethod,"Record date of terminal spikelet stage (DS25-30 approx.). It is estimated as the date at which the final spikelet can be observed on the forming spike within the stem of the main culm, typically measured on around 3-5 plants per plot. It required a main tiller dissection and an observation of the apex on an optic magnifier.",,"Zadoks et al., 1974,  Pask et al., 2012"
0000380,TSpl DT Computation,ComputationMethod,"Number of days from sowing to terminal spikelet (DS25-30 approx.). However, when planting in dry soils in dryland areas it is counted from the first day of rainfall or irrigation which is sufficient for germination, or from emergence date.",xxxx,"Kirby and Appleyard, 1984"
0000371,TN Counting,CountingMethod,"Count or calculate the number of total tillers (fertile and infertile) per lineal meter, per plant or per square meter.",,
0000371,TN Counting,CountingMethod,"Count or calculate the number of total tillers (fertile and infertile) per lineal meter, per plant or per square meter.",,
0000371,TN Counting,CountingMethod,"Count or calculate the number of total tillers (fertile and infertile) per lineal meter, per plant or per square meter.",,
0000370,TllrCapacity Estimation,EstimationMethod,Standard method for tillering capacity.,,
0000317,TlaevInc Estimation,EstimationMethod,Tilletia laevis incidence is usually expressed as the percentage of bunted spikes within a row.,,"Wilcoxson and Saari, 1996"
0000318,TtritInc Estimation,EstimationMethod,Tilletia tritici incidence is usually expressed as the percentage of bunted spikes within a row.,,"Wilcoxson and Saari, 1996"
0000396,SDS-PAGE Electrophoresis (1BL1RS),MeasurementMethod,Detect in the SDS-PAGE gel the presence of some protein bands from rye chromosome translocation.,,
0000342,WtrLoggDmg  Estimation,EstimationMethod,Score the damage caused by waterlogging,,"Reynolds et al., 2001 (Ch. 11)"
0000400,Minolta Chroma Meter Test,MeasurementMethod,"Measurement of flour/whole meal/grain color with the Minolta chromameter, L value represents whiteness, a* value (reddishness) represents red and green colors and b* value (yellowness) represents yellow and blue colors. Using the Minolta Chroma Meter Test: 1. A sample of flour/whole meal/grain is placed on the granular materials attachment and compacted, 2. The Minolta Chroma Meter is inserted into the granular materials attachment, 3. Measurements are taken and recorded, 4.Color results are reported in terms of 3-dimensional color values based on the following rating scale: L* value whiteness: 100 white, 0 black, a* value positive +60 red color, negative values -60 green color, b* value positive +60 yellow color, negative values -60 blue color.",,
0000400,Minolta Chroma Meter Test,MeasurementMethod,"Measurement of flour/whole meal/grain color with the Minolta chromameter, L value represents whiteness, a* value (reddishness) represents red and green colors and b* value (yellowness) represents yellow and blue colors. Using the Minolta Chroma Meter Test: 1. A sample of flour/whole meal/grain is placed on the granular materials attachment and compacted, 2. The Minolta Chroma Meter is inserted into the granular materials attachment, 3. Measurements are taken and recorded, 4.Color results are reported in terms of 3-dimensional color values based on the following rating scale: L* value whiteness: 100 white, 0 black, a* value positive +60 red color, negative values -60 green color, b* value positive +60 yellow color, negative values -60 blue color.",,
0000400,Minolta Chroma Meter Test,MeasurementMethod,"Measurement of flour/whole meal/grain color with the Minolta chromameter, L value represents whiteness, a* value (reddishness) represents red and green colors and b* value (yellowness) represents yellow and blue colors. Using the Minolta Chroma Meter Test: 1. A sample of flour/whole meal/grain is placed on the granular materials attachment and compacted, 2. The Minolta Chroma Meter is inserted into the granular materials attachment, 3. Measurements are taken and recorded, 4.Color results are reported in terms of 3-dimensional color values based on the following rating scale: L* value whiteness: 100 white, 0 black, a* value positive +60 red color, negative values -60 green color, b* value positive +60 yellow color, negative values -60 blue color.",,
0000293,WMFlrFN Measurement,MeasurementMethod,Standard method for whole meal flour falling number.,,
0000386,SDS-sedimentation determination,MeasurementMethod,"A small sample of flour or ground wheat (1.0 grams) is weighed and placed in 25-milliliter glass-stoppered graduated cylinder. This is mixed with different solutions for some minutes and then rested. Finally, the volume of the sediment is recorded after 21 minutes.",,
0000849,WMFlrYellPig Measurement,MeasurementMethod,Standard method for whole meal flour yellow pigment.,,
0000352,WKill Estimation,EstimationMethod,Observe winterkill of plants per plot and rate it.,,"Reynolds et al., 2001 (Ch. 9)"
0000352,WKill Estimation,EstimationMethod,Observe winterkill of plants per plot and rate it.,,"Reynolds et al., 2001 (Ch. 9)"
0000352,WKill Estimation,EstimationMethod,Observe winterkill of plants per plot and rate it.,,"Reynolds et al., 2001 (Ch. 9)"
0000605,WormDmg Estimation,EstimationMethod,Standard method for worm damage.,,
0000964,BLBSev Estimation,EstimationMethod,Standard method for wheat bacterial leaf blight severity.,,
0000965,RsecaSev Estimation,EstimationMethod,Standard method for barley scald blight severity.,,
0000968,FgramSev Estimation,EstimationMethod,Standard method for Fusarium graminearum severity.,,
0000969,FnivLBSev Estimation,EstimationMethod,Standard method for Fusarium leaf blotch severity.,,
0000986,HelSpSev Estimation,EstimationMethod,Standard method for Helminthosporium species causing spot blotch severity.,,
0000987,HtereSev Estimation,EstimationMethod,Standard method for net blotch severity.,,
0000988,EgramSev Estimation,EstimationMethod,Standard method for powdery mildew severity.,,
0000879,SepSpSev Estimation,EstimationMethod,Standard method for Septoria species causing Septoria blotch severity.,,"Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012"
0000991,SnodoSev Estimation,EstimationMethod,Standard method for Septoria nodorum blotch severity.,,
0000992,StritSev Estimation,EstimationMethod,Standard method for Septoria tritici blotch severity.,,
0001013,HsatiLSev Estimation,EstimationMethod,Standard method for spot blotch severity.,,
0001434,TanSpotSev Estimation,EstimationMethod,Standard method for tan spot severity.,,
0001435,MgrisSev Estimation,EstimationMethod,Standard method for wheat blast severity.,,
0001436,ForgDM Estimation,EstimationMethod,Standard method for forage dry matter.,,
0001437,Wsurv Estimation,EstimationMethod,Standard method for winter survival.,,
0000983,AwnCol Estimation,EstimationMethod,Standard method for awn color.,,
0000984,GNDVI Measurement,MeasurementMethod,Standard method for spectral reflectance.,,
0000985,RNDVI Measurement,MeasurementMethod,Standard method for spectral reflectance.,,
0000989,GAmyloPec Measurement,MeasurementMethod,Standard method for grain amylopectin content.,,
0000990,GLys Measurement,MeasurementMethod,Standard method for grain lysine content.,,
0000993,RachLng Measurement,MeasurementMethod,Standard method for rachis length.,,
0000994,SpkTyp Estimation,EstimationMethod,Standard method for spike type.,,
0000995,StdEst Estimation,EstimationMethod,Standard method for standard establishment.,,
0000996,StmCol Estimation,EstimationMethod,Standard method for stem color.,,
0000997,StrawBreak Estimation,EstimationMethod,Standard method for straw breakage.,,
0000998,StrawCol Estimation,EstimationMethod,Standard method for straw color.,,
0000999,StrawStn Estimation,EstimationMethod,Standard method for straw strength.,,
0001000,StrawYld Estimation,EstimationMethod,Standard method for straw yield.,,
0001001,WMFlrAsh Estimation,EstimationMethod,Standard method for ash content in whole meal flour.,,
0001002,GLng Measurement,MeasurementMethod,Standard method for whole grain length.,,
0001003,GWid Measurement,MeasurementMethod,Standard method for whole grain width.,,
0001004,GThk Measurement,MeasurementMethod,Standard method for whole grain thickness.,,
0001005,Image Analysis Screen Count1,CountingMethod,Standard method for screening grain size distribution >2.8 Screen using Seed Count (SC5000R)machine.,,
0001006,Image Analysis Screen Count2,CountingMethod,Standard method for screening grain size distribution ranging from 2.8 ? 2.5 Screen using Seed Count (SC5000R) machine.,,
0001007,Image Analysis Screen Count3,CountingMethod,Standard method for screening grain size distribution ranging from 2.5 ? 2.2 Screen using Seed Count (SC5000R) machine.,,
0001008,Image Analysis Screen Count4,CountingMethod,Standard method for screening grain size distribution ranging from 2.2 ? 2.0 Screen using Seed Count (SC5000R) machine.,,
0001009,Image Analysis Screen Count5,CountingMethod,Standard method for screening grain size distribution ranging from 2.0 ? 1.6 Screen using Seed Count (SC5000R) machine.,,
0001010,Image Analysis Screen Count6,CountingMethod,Standard method for screening grain size distribution <1.6 Screen using Seed Count (SC5000R) machine.,,
0001020,Image Analysis Screen Mass1,CountingMethod,Measurement of grain size distribution based on the percent mass of the grains greater than 2.8 mm based on screenings using the Seed Count (SC5000R) machine.,,Estimation
0001021,Image Analysis Screen Mass2,CountingMethod,Measurement of grain size distribution based on the percent mass of the grains that fall between 2.8 mm - 2.5 mm based on screenings using the Seed Count (SC5000R) machine.,,
0001022,Image Analysis Screen Mass3,CountingMethod,Measurement of grain size distribution based on the percent mass of the grains that fall between 2.5 mm - 2.2 mm based on screenings using the Seed Count (SC5000R) machine.,,
0001023,Image Analysis Screen Mass4,CountingMethod,Measurement of grain size distribution based on the percent mass of the grains that fall between 2.2 mm - 2.0 mm based on screenings using the Seed Count (SC5000R) machine.,,
0001024,Image Analysis Screen Mass5,CountingMethod,Measurement of grain size distribution based on the percent mass of the grains that fall between 2.0 mm - 1.6 mm based on screenings using the Seed Count (SC5000R) machine.,,
0001025,Image Analysis Screen Mass6,CountingMethod,Measurement of grain size distribution based on the percent mass of the grains that are below 1.6 mm based on screenings using the Seed Count (SC5000R) machine.,,
0001011,AnthExt Estimation,EstimationMethod,Standard method for anther extrusion.,,
0001011,AnthExt Estimation,EstimationMethod,Standard method for anther extrusion.,,
0001530,InfertSpkN Counting,CountingMethod,"The number of infertile spikelets (i.e., those NOT containing grain) per spike should be counted towards the end of grain-filling, but before physiological maturity (to avoid losses due to movement through the plots). Randomly sample 5-10 spikes per plot, by selecting at the base of the culm. Count the total number of spikelets (pair-by-pair, from the base to the tip), then obtain the average.",,
0001531,RSpkGP Computation,ComputationMethod,Phase period where the spike growth the most regarding the whole crop cycle and can be calculated as (anthesis date-initiation of booting date)/days to maturity *100.,(DTA-DTInB)/DTM *100,
0001532,CGR Computation,ComputationMethod,"It is measured during rapid spike growth phase. Cut all aboveground biomass in a predetermined area (A). Avoid border effects by sampling away from edges of plot.  Then, CRG is the production of biomass per day between initiation of booting and seven days after anthesis. Calculated as  (Biomass 7DAA/m2 - Biomass InB/m2)/Days from InB to 7DAA.",(Biomass 7DAA/m2 - Biomass InB/m2)/Days from InB to 7DAA.,
0001534,SN Computation,ComputationMethod,Calculated from biomass seven days after anthesis (7DAA) sampling.,,
0001535,GYPR Computation,ComputationMethod,Calculated with grain yield obtained /days to maturity.,,
0001536,BMPR Computation,ComputationMethod,Calculated with final biomass obtained /days to maturity.,,
0001537,TTTS Computation,ComputationMethod,Calculated with climatic data where degree days are accumulating since emergence until terminal spikelet(thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.,,
0001538,TTIB Computation,ComputationMethod,Calculated with climatic data where degree days are accumulating since emergence until initiation of booting (thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.,,
0001539,TTB Computation,ComputationMethod,Calculated with climatic data where degree days are accumulating since emergence until booting (thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.,,
0001540,TTH Computation,ComputationMethod,Calculated with climatic data where degree days are accumulating since emergence until emergence (thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.,,
0001541,TTA Computation,ComputationMethod,Calculated with climatic data where degree days are accumulating since emergence until anthesis (thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.,,
0001542,TTM Computation,ComputationMethod,Calculated with climatic data where degree days are accumulating since emergence until physiological maturity (thermal time from da1+day2+day3...). To calculate daily thermal time= (Temperature max + Temperature min)/2.,,
0001543,StmWSC NIR Measurement,MeasurementMethod,Water soluble carbohydrates of stem dry weight measured with NIRs.,,
0001544,StmWSC Atrone Measurement,MeasurementMethod,Water soluble carbohydrates of stem dry weight measured with chemical method Antrone.,,
0001545,SpkPho Computation,ComputationMethod,"Textile treatment is used to inhibit photosynthesis of the spikes through shading(comparison between control and treated spikes). Randomly selected spikes (for example: 12 spikes) per plot are covered with a special designed textile 10 days after anthesis under irrigation and drought or 10 days after heading under heat environments. Then, at physiological maturity the spikes are harvested together with 12 control spikes and the number of grains and weight are recorded and compared the treated spikes with the control ones (Sanchez-Bragado et al., 2016).",,
0001546,FE Computation,ComputationMethod,Spike fertility index. Dry weight of 20 randomly selected spikes at anthesis. Fruiting Efficiency= number of grains at maturity / spike dry matter at anthesis.,,
0001547,SpkPI Computation,ComputationMethod,Calculated from shoots sampled seven days after anthesis and SPI is expressed as a ratio and can be calculated as SPI= (dry weight of spikes at anthesis+7/dry weight of the whole plants (shoots) at anthesis+7).,SpikeDW Anth+7/Shoot DW Anth+7,
0001548,LeafPI Computation,MeasurementMethod,"Leaf Lamina Coefficient = Lamina DM measured at7 DAA/whole plant DM at 7 DAA. Individual shoots (for example: 10-20) are harvested seven days after anthesis and the shoots are separated into: spikes, leaf laminas, true stem, leaf sheath. The dry weight of leaf lamina is recorded and the total dry weight calculated. The partitioning index is calculated comparing the weight of each individual part regarding the total weight of the plant.",,
0001549,LeafSPI Computation,MeasurementMethod,"Leaf Sheath Coefficient = Leaf Sheath DM measured at 7 DAA/whole plant DM at 7 DAA. Individual shoots (for example: 10-20) are harvested seven days after anthesis and the shoots are separated into: spikes, leaf laminas, true stem, leaf sheath. The dry weight of leaf sheath is recorded and the total dry weight calculated. The partitioning index is calculated comparing the weight of each individual part regarding the total weight of the plant.",,
0001550,TSPI Computation,MeasurementMethod,"True Stem Coefficient = True stem DM measured at 7 DAA/whole plant DM at 7 DAA. Individual shoots (for example: 10-20) are harvested seven days after anthesis and the shoots are separated into: spikes, leaf laminas, true stem, leaf sheath. The dry weight of true stem is recorded and the total dry weight calculated. The partitioning index is calculated comparing the weight of each individual part regarding the total weight of the plant.",,
0001551,SLA Measurement,MeasurementMethod,"Leaf area of flag leaf or all laminas is measured. Then the leaves are oven dried at 60-70oC for 48h and the dry weight is recorded. Then, the specific leaf area is calculated as the ratio of leaf area to dry mass SLA= leaf area/dry mass.",,
0001552,Anet Measurement,MeasurementMethod,Standard method for gas exchange and fluorescence measurements.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001553,Asat Measurement,MeasurementMethod,Standard method for gas exchange and fluorescence measurements.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001554,Amax Measurement,MeasurementMethod,Standard method for gas exchange and fluorescence measurements.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001555,Ci Computation,MeasurementMethod,Standard method for gas exchange and fluorescence measurements.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001556,PhiPS2 Measurement,MeasurementMethod,Standard method for fluorescence measurement.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001557,PhiCO2 Measurement,MeasurementMethod,Standard method for gas exchange measurement.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001558,ETR Measurement,MeasurementMethod,Standard method for gas exchange and fluorescence measurements.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001559,FmDA Measurement,MeasurementMethod,Maximal level of fluorescence measured from a dark adapted leaf.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001560,FmLA Measurement,MeasurementMethod,Maximal level of fluorescence measured from a light adapted leaf.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001561,FoDA Measurement,MeasurementMethod,Minimal level of fluorescence measured from a dark adapted leaf.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001562,FoLA Measurement,MeasurementMethod,Minimal level of fluorescence measured from a light adapted leaf.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001563,FvDA Measurement,MeasurementMethod,Variable fluorescence measured from a dark adapted leaf.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001564,FvLA Measurement,MeasurementMethod,Variable fluorescence measured from a light adapted leaf.,,
0001565,FvDAFmLA measurement,MeasurementMethod,Maximum quantum yield of PSII measured from a dark adapted leaf.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001566,FvLAFmLA measurement,MeasurementMethod,Maximum quantum yield of PSII measured from a light adapted leaf.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001567,Fs Measurement,MeasurementMethod,Standard method for gas exchange and fluorescence measurements.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001568,LeafTR Measurement,MeasurementMethod,Standard method for gas exchange and fluorescence measurements.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001569,CiCa Measurement,MeasurementMethod,Standard method for gas exchange and fluorescence measurements.,,"Pask et al., 2012, chapter 13, Molero and Lopes."
0001570,LI Computation,ComputationMethod,"Measurement of the light intercepted by the canopy using a ceptometer as described in Pask et al., 2012, chapter 11, Mullan and Pietragalla.",,"Pask et al., 2012, chapter 11, Mullan and Pietragalla"
0001571,RUE Computation,ComputationMethod,"Measurement of Radiation Use Efficiency as described in Pask et al., 2012, chapter 11, Mullan and Pietragalla.",Radiation Use Efficiency = Biomass / (MJ accumm* (LI/100)),"Pask et al., 2012, chapter 11, Mullan and Pietragalla"
0001572,RUET Computation,ComputationMethod,"Measurement of Radiation Use Efficiency as described in Pask et al., 2012, chapter 11, Mullan and Pietragalla.",Radiation Use Efficiency = (Biomass at Maturity-Biomass at 40 DAE) / (MJ accummulated between 40 DAE until Physiological maturity* (LI/100)),"Pask et al., 2012, chapter 11, Mullan and Pietragalla"
0001573,LeafPSSRa Measurement,MeasurementMethod,Standard method for spectral reflectance.,R800/R675,"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)"
0001574,LeafPSSRb Measurement,MeasurementMethod,Standard method for spectral reflectance.,R800/R650,"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)"
0001575,Leaf R675 Measurement,MeasurementMethod,Standard method for leaf spectral reflectance normalized to R675.,R675,"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)"
0001576,Leaf R550 Measurement,MeasurementMethod,Standard method for leaf spectral reflectance normalized to R550.,R550,"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)"
0001577,Leaf R750/R550 Measurement,MeasurementMethod,Standard method for leaf spectral reflectance normalized to R750/R550.,R750/550,"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)"
0001578,Leaf R750/R700 Measurement,MeasurementMethod,Standard method for leaf spectral reflectance normalized to R750/700.,R750/700,"Pask et al., 2012 (Ch. 7), Reynolds et al., 2001 (Ch. 5)"
0001579,SpkDW Computation,ComputationMethod,Standard spike dry weight method.,,
0001580,FLeafLLng Measurement,MeasurementMethod,Standard method for flag leaf lamina length.,,
0001581,FLeafLWid Measurement,MeasurementMethod,Standard method for flag leaf lamina width.,,
0001582,SpkGW Measurement,MeasurementMethod,Dry grains at 70oC and weigh.,,
0001583,Seedling rust field response Estimation,EstimationMethod,Seedling host responses are normally scored as susceptible or resistant depending on the infection type produced with a designated isolate in a particular environment. The infection type produced will often change if the environment is altered.,,"Roelfs, A.P., R.P. Singh, and E.E. Saari. 1992. Rust Diseases of Wheat: Concepts and methods of disease management. Mexico, D.F.: CIMMYT."
0001584,LRollSev Estimation,EstimationMethod,Standard method for leaf rolling severity.,,
0001585,LRollInc Estimation,EstimationMethod,Standard method for leaf rolling incidence.,,
0001586,ISBM Estimation,EstimationMethod,Standard method for In-season aboveground biomass.,,
0001654,GrnTllr Computation,ComputationMethod,,,
0001655,TllrGW Measurement,MeasurementMethod,,,
0000832,Ant DS65 date Estimation,EstimationMethod,Record date of anthesis (DS65) when 50% of spikes have flowered (i.e. at least 1 anther dehisced).,,"Zadoks et al., 1974, Pask et al., 2012"
0500208,Pseudo-Black Presence Measurement,MeasurementMethod,Scoring of pseudo-black chaff as presence / absence (1/0),,
0500103,BLS Estimation,EstimationMethod,"Common name: Bacterial leaf streak. Causal organism: Xanthomonas translucens pv. Undulosa. Severity rating: 0=no disease , 9=all leaf photosynthetic area lost.",,
0500101,Baking Quality Rating Estimation,EstimationMethod,"The baking quality of a genotype relative to the standard variety used for that nursery. A= 1, B= 2, C= 3, D= 4, E= 5, F= 6.",,
0500102,Baking Quality Score Estimation,EstimationMethod,Combined cookie diameter and sucrose SRC relative to a check variety.,,
0500104,BYDInc Estimation - Average,EstimationMethod,"The mean BYDV incidence across multiple ratings; see BYDV incidence T1, BYDV incidence T2, and BYDV incidence T3.",,
0500108,BYDResp Estimation,EstimationMethod,"Barley yellow dwarf virus plant response. Resistant= 1, susceptible= 9.",,
0500116,CanopyTempAnt Measurement,MeasurementMethod,Canopy temperature at anthesis (Feekes 10.5.1-10.5.3) measured using a hand-held infrared thermometer.,,
0500119,CanopyTempGF Measurement,MeasurementMethod,Canopy temperature at grain fill (Feekes 11.1-11.2 ) measured using a hand-held infrared thermometer.,,
0500117,CanopyTempDepAnt Computation,ComputationMethod,Canopy temperature depression at anthesis (Feekes 10.5.1-10.5.3),,
0500118,CanopyTempDepGF Computation,ComputationMethod,Canopy temperature depression at grain fill (Feekes 11.1-11.2),,
0500120,Cookie Diameter Measurement,MeasurementMethod,Standard method for cookie diameter measurement.,,
0500121,Cookie Diameter Rating Computation,ComputationMethod,"Standard deviations from the mean cookie diameter of check varieties. questionable= -1, above average= 1.",,
0000249,Chl Measurement,MeasurementMethod,"The chlorophyll content of leaves (and other green tissues) can be quickly, and non-destructively measured using a hand-held battery portable optical meter (e.g., Minolta SPAD-502 chlorophyll meter) which measures the chlorophyll content via light transmittance (absorbance of red light at 650 nm and infrared light at 940 nm) and compensates for differing leaf thicknesses. Readings from the instrument are not absolute chlorophyll values, instead each reading is a ?chlorophyll concentration index? (CCI ranging from 0 to 99.9). Measurements are typically made on the flag leaf (once fully expanded), although measurements of lower leaves may be taken to assess canopy chlorophyll profiles.",,"Pask et al., 2012 (Ch. 9)"
0500122,EgramResp Estimation,EstimationMethod,Powdery mildew plant response scoring.,,
0500123,Fertile SplN Counting,CountingMethod,Average count of fertile spikelets per spike.,,
0000703,FgramResp Estimation,EstimationMethod,Standard method for Fusarium graminearum response.,,
0500124,FgramSev Greenhouse Estimation,EstimationMethod,Average percent of inoculated heads infected with Fusarium head blight (FHB) in greenhouse tests.,,
0500125,FHB Disease Index Computation - Average,ComputationMethod,"For trials where the FHB disease index was calculated at multiple time points, this variable holds the average FHB disease index across each time point.",,
0500135,FHB15-ADON Measurement,MeasurementMethod,Concentration of the mycotoxin deoxynivalenol (DON) in the acetylated form 15-ADON.,,
0500136,FHB3-ADON Measurement,MeasurementMethod,Concentration of the mycotoxin deoxynivalenol (DON) in the acetylated form 3-ADON.,,
0500133,FHB Infected Florets Measurement,MeasurementMethod,Percentage of florets infected with Fusarium head blight (FHB) following point inoculation.,,
0500134,FHB ISK Index Computation,ComputationMethod,"Fusarium disease index that combines FHB incidence, FHB severity, and FHB grain (kernel) incidence (ISK)", calculated as 0.3 * FHB incidence + 0.3 * FHB severity + 0.4 * FHB grain incidence.,
0500143,Flag Leaf Angle Estimation - Z50,EstimationMethod,Flag leaf angle is scored based on the visual estimate of flag leaf angle at Zadock scale 50 (inflorescence emergence). Leaf angle score: 1=100% flag leaves full upright. 9=100% flag leaves very lax,,
0500145,FLeafChl Measurement,MeasurementMethod,Chlorophyll content of the flag leaf measured by a SPAD (Special Products Analysis Division of Minolta) meter. A SPAD unit is not directly related to optical transmission through a leaf.,,
0500144,Flag Leaf Glaucousness Estimation,EstimationMethod,"Assessment of glaucousness in flag leaf i.e. visual manifestation of epicuticular wax; no glaucousness= 0, fully covered= 10.",,
0500148,FLeafGreenTime Computation,ComputationMethod,Number of days between heading and flag leaf senescence (= flag leaf senescence - days to heading).,,
0001581,FLeafLWid Measurement,MeasurementMethod,Standard method for flag leaf lamina width.,,
0500149,FLeafSen Estimation,EstimationMethod,Assessment of the extent of flag leaf senescence i.e. the progressive yellowing of the flag leaf.,,
0500152,FLeafSenTime Computation,ComputationMethod,Number of days required for 50% of the flag leaves to lose green color.,,
0500153,FlrYld Estimation,EstimationMethod,"Standard deviations from the mean flour yield of check varieties. Questionable= -1, above average= 1.",,
0500154,ForAsh NIR Measurement,MeasurementMethod,Measurement of Forage Ash by NIR,,
0500155,ForFib NIR Measurement,MeasurementMethod,Measurement of Forage Fiber by NIR,,
0500156,ForgDM Computation,ComputationMethod,"Computation of above ground biomass, on dry weight basis, of plant material at heading (DS55).",,
0500157,ForMst NIR Measurement,MeasurementMethod,Measurement of Forage Moisture,,
0500158,ForNDF NIR Measurement,MeasurementMethod,Measurement of Forage NDF by NIR,,
0500159,ForPrt NIR Measurement,MeasurementMethod,Measurement of Forage Protein by NIR,,
0500160,ForStr NIR Measurement,MeasurementMethod,Measurement of Forage Starch by NIR,,
0000341,FrostDmg Estimation,EstimationMethod,Score the spike damage caused by frost.,,"Reynolds et al., 2001 (Ch. 9)"
0500161,GArsenic Measurement,MeasurementMethod,Standard method for grain arsenic content.,,
0500162,GCadmium Measurement,MeasurementMethod,Standard method for grain cadmium content.,,
0500163,GCalcium Measurement,MeasurementMethod,Standard method for grain calcium content.,,
0500164,GCobalt Measurement,MeasurementMethod,Standard method for grain cobalt content.,,
0500165,GCopper Measurement,MeasurementMethod,Standard method for grain copper content.,,
0500227,Single Kernel Characterization System Computation,ComputationMethod,"Grain hardness analysis using the single kernel characterization system 4100 (SKCS, Perten Instruments, Huddinge, Sweden).",,
0500166,Glau Estimation,EstimationMethod,Estimation of overall plant glaucousness,,
0500167,GLead Measurement,MeasurementMethod,Standard method for grain lead content.,,
0500168,GLithium Measurement,MeasurementMethod,Standard method for grain lithium content.,,
0500169,Glume Pubescence Presence Measurement,MeasurementMethod,Glume pubescence scored as absence/presence (0/1),,
0500170,GLys Protein Measurement,MeasurementMethod,"Lysine in the grain, expressed as percent of protein.",,
0500171,GMagnesium Measurement,MeasurementMethod,Standard method for grain magnesium content.,,
0500172,GManganese Measurement,MeasurementMethod,Standard method for grain manganese content.,,
0500173,GMolybdenum Measurement,MeasurementMethod,Standard method for grain molybdenum content.,,
0500174,GN 10 Spikes Estimation,EstimationMethod,Grain number counted from 10 spikes of the main tillers,,
0500175,GNickel Measurement,MeasurementMethod,Standard method for grain nickel content.,,
0500176,GPotassium Measurement,MeasurementMethod,Standard method for grain potassium content.,,
0500177,Grain Ash Measurement,MeasurementMethod,Grain ash concentration determined by NIR infrared transmittance at 12% moisture,,
0000238,GrwHabit Estimation,EstimationMethod,Observe the growth habit of wheat plants during tillering stages and rate whether erect/semi-erect/prostrate/semi-spreading/spreading,,
0500179,GSulphur Measurement,MeasurementMethod,Standard method for grain sulphur content.,,
0500182,GW Estimation,EstimationMethod,Grain yield (g dwt) from 1 m row cut at physiological maturity (DS87).,,
0500228,SKCS Computation,ComputationMethod,"Grain weight using the single kernel characterization system 4100 (SKCS, Perten Instruments, Huddinge, Sweden).",,
0500183,GY 10 Spikes Estimation,EstimationMethod,"Grain yield expressed in kilograms per hectare, measured from ten spikes on the main tillers.",,
0500181,GW 30 Spikes Estimation,EstimationMethod,Weight of seeds from 30 wheat spikes.,,
0500178,Grain Width Measurement,MeasurementMethod,"Grain width analysis using the single kernel characterization system 4100 (SKCS, Perten Instruments, Huddinge, Sweden)",,
0500180,GW 10 Spikes Estimation,EstimationMethod,Seed size estimated by weighing 1000 seeds from ten spikes on the main tillers.,,
0500184,HesFlyDmg BiotypeB Estimation,EstimationMethod,Plant response to hessian fly biotype B,,
0500185,HesFlyDmg BiotypeC Estimation,EstimationMethod,Plant response to hessian fly biotype C,,
0500186,HesFlyDmg BiotypeD Estimation,EstimationMethod,Plant response to hessian fly biotype D,,
