id,name,context,stage,xref,date,trait,method,scale
1000097,L-F8(<=8.5)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000097,15/06/2016,0000979,1020028,0000187
1000098,L-F9(<=9.0)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000098,15/06/2016,0000979,1020028,0000187
1000099,LS_score,,,WIPO:0000099,15/06/2016,0000167,1020016,1030006
1000100,MARVIN-NBGRAINS,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000100,15/06/2016,0000017,1020028,1030109
1000101,FUS-SCORE_score,,,WIPO:0000101,15/06/2016,0000924,1020018,1030006
1000104,FUS-SPK_%,,,WIPO:0000104,15/06/2016,1010096,1021048,0000187
1000105,FUS-SPK.350DD_score,,INOC+350DD,WIPO:0000105,15/06/2016,1010095,1021047,1030006
1000106,FUS-SPK.450DD_score,,INOC+450DD,WIPO:0000106,15/06/2016,1010095,1021046,1030006
1000107,FUS-SCORE.350DD_score,,INOC+350DD,WIPO:0000107,15/06/2016,1010097,1021045,1030006
1000108,FUS-SCORE.450DD_score,,INOC+450DD,WIPO:0000108,15/06/2016,1010097,1021044,1030006
1000109,ST-SCORE_score,,,WIPO:0000109,15/06/2016,0000919,1020018,1030006
1000110,ST-INOC-DATE_jj/mm/aa,,,WIPO:0000110,15/06/2016,1010034,1021043,1030008
1000113,ST-FDI,,,WIPO:0000113,15/06/2016,1010035,1020018,1030109
1000114,ST-F1-SCORE_score,,,WIPO:0000114,15/06/2016,1010036,1020018,1030006
1000115,ST-F2-SCORE_score,,,WIPO:0000115,15/06/2016,1010036,1020018,1030006
1000116,ST-SDI_score,,,WIPO:0000116,15/06/2016,1010037,1020041,1030006
1000117,ST-SPO_score,,,WIPO:0000117,15/06/2016,1010038,1021042,1030006
1000118,ABSN.Z65_g/m_,,Z65 (Anthesis half-way (anthers occurring half way to tip and base of ear)),WIPO:0000118,15/06/2016,1010039,1021041,1030003
1000119,NDVI,,,WIPO:0000119,15/06/2016,0000301,1020045,0000190
1000120,NDVI.Z71,,Z71 (Kernel water ripe (no starch)),WIPO:0000120,15/06/2016,0000301,1020045,0000190
1000121,NDVI.Z73,,Z73 (Early milk),WIPO:0000121,15/06/2016,0000301,1020045,0000190
1000122,NDVI.Z75,,Z75 (Medium milk),WIPO:0000122,15/06/2016,0000301,1020045,0000190
1000123,NDVI.Z80,,Z80 (Kernel no longer watery but still soft and dough-like.),WIPO:0000123,15/06/2016,0000301,1020045,0000190
1000124,NDVI.Z65,,Z65 (Anthesis half-way (anthers occurring half way to tip and base of ear)),WIPO:0000124,15/06/2016,0000301,1020045,0000190
1000125,ABSN-MAX.Z65_kg/ha,,Z65 (Anthesis half-way (anthers occurring half way to tip and base of ear)),WIPO:0000125,15/06/2016,1010099,1020026,0000283
1000126,NHI_%,,,WIPO:0000126,15/06/2016,1010041,1021040,0000187
1000133,STR-NA.Z92_kg/ha,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000133,15/06/2016,1010043,1021039,0000283
1000134,NT.Z13,,Z13 (Three leaves emerged),WIPO:0000134,15/06/2016,0000190,1021038,0000189
1000135,ABSN.Z92_kg/ha,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000135,15/06/2016,1010045,1021037,0000283
1000136,ABSN-MAX.Z92_kg/ha,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000136,15/06/2016,1010046,1020026,0000283
1000137,ABSN.Z91_g/m_,,"Z91 (Grain hard, difficult to divide)",WIPO:0000137,15/06/2016,1010047,1021036,1030003
1000138,NUE,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000138,15/06/2016,1010048,1021035,1030014
1000139,NUE-prot,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000139,15/06/2016,1010049,1021034,1030099
1000140,NUpE.Z65_%,,Z65 (Anthesis half-way (anthers occurring half way to tip and base of ear)),WIPO:0000140,15/06/2016,1010050,1021033,0000187
1000141,NUpE.Z92_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000141,15/06/2016,1010051,1021032,0000187
1000142,NUtE,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000142,15/06/2016,1010052,1021031,1030014
1000143,NUtE-prot,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000143,15/06/2016,1010053,1021030,1030015
1000144,GRAIN-AREA_mm_,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000144,15/06/2016,1010054,1020040,1030016
1000145,PM-SCORE_score,,,WIPO:0000145,15/06/2016,0000937,1021029,1030006
1000146,GRAIN-LENGTH_mm,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000146,15/06/2016,0000979,1020040,1030017
1000147,GRAIN-WIDTH_mm,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000147,15/06/2016,0000980,1020040,1030017
1000148,PH_mm,,,WIPO:0000148,15/06/2016,0000020,1020030,1030017
1000150,PPA.Z11_plants/m_,,Z11  (First leaf emerged),WIPO:0000150,15/06/2016,1010059,1021028,1030018
1000151,PPA.Z13_plants/m_,,Z13 (Three leaves emerged),WIPO:0000151,15/06/2016,1010059,1020007,1030018
1000152,BR-SCORE_1 to 9 score,,,WIPO:0000152,15/06/2016,1010060,1021027,1030006
1000159,FUS-RelW,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000159,15/06/2016,1010093,1020044,1030109
1000160,REMN_kg/ha,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000160,15/06/2016,1010063,1021026,0000283
1000161,RH_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000161,15/06/2016,0000012,1020031,0000187
1000162,YR-SCORE_score,,,WIPO:0000162,15/06/2016,0000907,1021025,1030006
1000163,SA,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000163,15/06/2016,0000055,1020032,0000190
1000164,SEN-F1.Z75_%,,Z75 (Medium milk),WIPO:0000164,15/06/2016,1010000,1021024,0000187
1000165,SEN-F1.Z80_%,,Z80 (Kernel no longer watery but still soft and dough-like.),WIPO:0000165,15/06/2016,1010000,1021023,0000187
1000166,SEN-F2.Z75_%,,Z75 (Medium milk),WIPO:0000166,15/06/2016,1010000,1021022,0000187
1000167,SEN-F2.Z80_%,,Z80 (Kernel no longer watery but still soft and dough-like.),WIPO:0000167,15/06/2016,1010000,1021021,0000187
1000168,SSPS,,,WIPO:0000168,15/06/2016,0000058,1021020,0000190
1000169,SEN-START_d,,,WIPO:0000169,15/06/2016,1010068,1021019,1030012
1000171,STR-DM.Z92_kg/ha,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000171,15/06/2016,0001032,1020010,0000009
1000172,STR-N.Z92_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000172,15/06/2016,1010070,1020010,0000187
1000173,SW_kg/hl,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000173,15/06/2016,0000159,1020034,1030019
1000174,T-CANOP.Z45_°C,,Z45 (Boots swollen),WIPO:0000174,15/06/2016,0000193,1021018,1030020
1000175,T-CANOP_°C,,,WIPO:0000175,15/06/2016,0000193,1021017,1030020
1000176,MARVIN-GW,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000176,15/06/2016,0000025,1020028,1030109
1000177,TKW_g,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000177,15/06/2016,0000025,1020036,1030010
1000179,TKW15_g,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000179,15/06/2016,0000025,1021016,1030010
1000180,TKWbrut_g,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000180,15/06/2016,0000025,1021015,1030010
1000181,T-CANOP-MAX_°C,,,WIPO:0000181,15/06/2016,0000193,1020035,1030020
1000182,T-CANOP-MAX.Z75_°C,,Z75 (Medium milk),WIPO:0000182,15/06/2016,0000193,1020035,1030020
1000183,T-CANOP-MIN_°C,,,WIPO:0000183,15/06/2016,0000193,1020035,1030020
1000184,T-CANOP-MIN.Z75_°C,,Z75 (Medium milk),WIPO:0000184,15/06/2016,0000193,1020035,1030020
1000185,T-CANOP-MOY_°C,,,WIPO:0000185,15/06/2016,0000193,1020035,1030020
1000186,T-CANOP-MOY.Z75_°C,,Z75 (Medium milk),WIPO:0000186,15/06/2016,0000193,1020035,1030020
1000187,T-CANOP-NEUTRE_°C,,,WIPO:0000187,15/06/2016,0000193,1020035,1030020
1000188,T-CANOP-REF.Z75_°C,,Z75 (Medium milk),WIPO:0000188,15/06/2016,0000193,1020035,1030020
1000189,TSPS,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000189,15/06/2016,0000058,1021014,0000190
1000190,PLOT-VALID_score,,,WIPO:0000190,15/06/2016,1010081,1021013,1030006
1000191,VI,,,WIPO:0000191,15/06/2016,1010082,1020020,0000190
1000192,VI.Z71,,Z71 (Kernel water ripe (no starch)),WIPO:0000192,15/06/2016,1010082,1020020,0000190
1000193,VI.Z73,,Z73 (Early milk),WIPO:0000193,15/06/2016,1010082,1020020,0000190
1000194,VI.Z75,,Z75 (Medium milk),WIPO:0000194,15/06/2016,1010082,1020020,0000190
1000195,VI.Z80,,Z80 (Kernel no longer watery but still soft and dough-like.),WIPO:0000195,15/06/2016,1010082,1020020,0000190
1000196,VI.Z85,,Z85  (Soft dough),WIPO:0000196,15/06/2016,1010082,1020020,0000190
1000197,MARVIN-TKW_g,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000197,15/06/2016,0000025,1020028,1030010
1000198,W-F0(<=2.50)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000198,15/06/2016,1010084,1020028,0000187
1000199,W-F1(<=2.75)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000199,15/06/2016,1010084,1020028,0000187
1000200,W-F2(<=3.00)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000200,15/06/2016,1010084,1020028,0000187
1000201,W-F3(<=3.25)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000201,15/06/2016,1010084,1020028,0000187
1000202,W-F4(<=3.50)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000202,15/06/2016,1010084,1020028,0000187
1000203,W-F5(<=3.75)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000203,15/06/2016,1010084,1020028,0000187
1000204,W-F6(<=4.00)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000204,15/06/2016,1010084,1020028,0000187
1000205,W-F7(<=4.25)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000205,15/06/2016,1010084,1020028,0000187
1000206,W-F8(<=4.50)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000206,15/06/2016,1010084,1020028,0000187
1000207,W-F9(<=4.75)_%,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000207,15/06/2016,1010084,1020028,0000187
1000208,SOIL-WR,,,WIPO:0000208,15/06/2016,1010085,1021012,1030109
1000210,GLAI_note,,,WIPO:0000210,15/06/2016,0000184,1021011,1030022
1000216,HA,,"Z92 (Grain hard, not dented by thumbnail)",WIPO:0000216,15/06/2016,0000072,1021010,1030109
1000217,r,,,WIPO:0000217,21/09/2017,0000013,1020029,0000187
1000218,ht,,,WIPO:0000218,21/09/2017,0000020,1021009,0000015
1000219,prec,,,WIPO:0000219,21/09/2017,1010127,1021008,1030012
1000220,ps,,,WIPO:0000220,21/09/2017,0000025,1020047,1030100
1000221,rb,,,WIPO:0000221,21/09/2017,0000687,1020046,1030006
1000222,zel,,,WIPO:0000222,21/09/2017,1010130,1021007,0000098
1000223,pel,,,WIPO:0000223,21/09/2017,1010131,1020054,0000190
1000224,sds,,,WIPO:0000224,21/09/2017,1010132,1021006,0000098
1000225,vp,,,WIPO:0000225,21/09/2017,1010146,1021005,1030109
1000226,W,,,WIPO:0000226,21/09/2017,1010156,1020054,1030109
1000227,P,,,WIPO:0000227,21/09/2017,1010155,1020054,1030109
1000228,L,,,WIPO:0000228,21/09/2017,1010154,1020054,1030109
1000229,P/L,,,WIPO:0000229,21/09/2017,1010153,1020054,1030101
1000230,G,,,WIPO:0000230,21/09/2017,1010152,1020054,1030109
1000231,hag,,,WIPO:0000231,21/09/2017,1010145,1021004,1030109
1000232,NpateC,,,WIPO:0000232,21/09/2017,1010151,1020053,0000187
1000233,NpainC,,,WIPO:0000233,21/09/2017,1010150,1020052,0000187
1000234,NtotC,,,WIPO:0000234,21/09/2017,1010148,1020052,0000187
1000235,volC,,,WIPO:0000235,21/09/2017,1010147,1020052,0000187
1000236,NpateG,,,WIPO:0000236,21/09/2017,1010151,1020051,0000187
1000237,NpainG,,,WIPO:0000237,21/09/2017,1010150,1020051,0000187
1000238,NmieG,,,WIPO:0000238,21/09/2017,1010149,1020051,0000187
1000239,NtotG,,,WIPO:0000239,21/09/2017,1010148,1020051,1030109
1000240,volG,,,WIPO:0000240,21/09/2017,1010147,1020051,1030109
1000241,NpateL,,,WIPO:0000241,21/09/2017,1010151,1020050,0000187
1000242,NpainL,,,WIPO:0000242,21/09/2017,1010150,1020050,0000187
1000243,NmieL,,,WIPO:0000243,21/09/2017,1010149,1020050,0000187
1000244,NtotL,,,WIPO:0000244,21/09/2017,1010148,1020050,1030109
1000245,volL,,,WIPO:0000245,21/09/2017,1010147,1020050,1030109
1000246,NpateS,,,WIPO:0000246,21/09/2017,1010151,1020049,0000187
1000247,NpainS,,,WIPO:0000247,21/09/2017,1010150,1020049,0000187
1000248,NmieS,,,WIPO:0000248,21/09/2017,1010149,1020049,0000187
1000249,NtotS,,,WIPO:0000249,21/09/2017,1010148,1020049,1030109
1000250,volS,,,WIPO:0000250,21/09/2017,1010147,1020049,1030109
1000251,pvp,,,WIPO:0000251,21/09/2017,1010139,1021003,1030102
1000252,pva,,,WIPO:0000252,21/09/2017,1010139,1021002,1030102
1000253,NpateD,,,WIPO:0000253,21/09/2017,1010151,1020048,0000187
1000254,NpainD,,,WIPO:0000254,21/09/2017,1010150,1020048,0000187
1000255,NmieD,,,WIPO:0000255,21/09/2017,1010149,1020048,0000187
1000256,NtotD,,,WIPO:0000256,21/09/2017,1010148,1020048,1030109
1000257,volD,,,WIPO:0000257,21/09/2017,1010147,1020048,1030109
1000271,fr,,,WIPO:0000271,21/09/2017,1010144,1021001,1030006
