id,value,description
0000606,I,"immune, no uredinia or other macroscopic sign of infection (0)"
0000606,2,"moderately resistant, small to medium uredinia often surrounded by Chlorosis or necrosis, green island may be surrounded by chlorotic or necrotic border (2)"
0000606,X,"heterogeneous, random distribution of variable-sized uredinia on single leaf (X)"
0000606,",","nearly immune, no uredinia, but hypersensitive necrotic or chlorotic flecks present (,)"
0000606,1,"very resistant, small uredinia surrounded by necrosis (1)"
0000606,3,"moderately susceptible, medium-sized uredinia that may be associated with chlorosis (3)"
0000606,4,"susceptible, large uredinia without chlorosis (4)"
0000606,Y,"heterogeneous, ordered distribution of variable-sized uredinia, with larger uredinia at leaf tip (Y)"
0000606,Z,"Heterogeneous, ordered distribution of variable-sized uredinia, with larger uredinia at leaf base (Z)"
0001594,1,"unrolled, turgid"
0001594,4,rolled leaf rim covers part of leaf blade
0001594,5,leaf is severely rolled
0001594,2,leaf rim starts to roll
0001594,3,leaf has shape of a V
0000462,1,very poor (VP)
0000462,4,good (G)
0000462,5,very good (VG)
0000462,2,poor (P)
0000462,3,fair (F)
0500502,0,Absent
0500502,1,Present
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0500517,1,A
0500517,2,B
0500517,3,C
0500517,4,D
0500517,5,E
0500517,6,F
0500520,1,Resistant
0500520,2,No Description
0500520,3,No Description
0500520,4,No Description
0500520,5,No Description
0500520,6,No Description
0500520,7,No Description
0500520,8,No Description
0500520,9,Susceptible
0500508,0,0 to <1% leaf area affected on any leaf
0500508,1,1-50% leaf area affected on 4th leaf
0500508,2,1-5% leaf area affected on 3rd leaf
0500508,3,5-15% leaf area affected on 3rd leaf
0500508,4,>15% leaf area affected on 3rd leaf
0500508,5,1-5% leaf area affected on 2nd leaf
0500508,6,5-15% leaf area affected on 2nd leaf
0500508,7,>15% leaf area affected on 2nd leaf
0500508,8,1-5% leaf area affected on flag leaf
0500508,9,5-15% leaf area affected on flag leaf
0500508,10,>15% leaf area affected on flag leaf
0500520,1,Resistant
0500520,2,No Description
0500520,3,No Description
0500520,4,No Description
0500520,5,No Description
0500520,6,No Description
0500520,7,No Description
0500520,8,No Description
0500520,9,Susceptible
0500519,1,100% flag leaves full upright
0500519,2,No Description
0500519,3,No Description
0500519,4,No Description
0500519,5,No Description
0500519,6,No Description
0500519,7,No Description
0500519,8,No Description
0500519,9,100% flag leaves very lax
0500506,0,no glaucousness
0500506,1,No Description
0500506,2,No Description
0500506,3,No Description
0500506,4,No Description
0500506,5,No Description
0500506,6,No Description
0500506,7,No Description
0500506,8,No Description
0500506,9,No Description
0500506,10,fully covered
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0500509,0,no injury
0500509,1,minimal injury
0500509,2,moderate injury
0500509,3,maximum injury
0500518,1,No glaucousness
0500518,2,No Description
0500518,3,No Description
0500518,4,No Description
0500518,5,No Description
0500518,6,No Description
0500518,7,No Description
0500518,8,No Description
0500518,9,Very dense
0500502,0,Absent
0500502,1,Present
0500515,1,erect
0500515,2,No Description
0500515,3,No Description
0500515,4,prostrate
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0500520,1,Resistant
0500520,2,No Description
0500520,3,No Description
0500520,4,No Description
0500520,5,No Description
0500520,6,No Description
0500520,7,No Description
0500520,8,No Description
0500520,9,Susceptible
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0500507,0,0%
0500507,1,10%
0500507,2,20%
0500507,3,30%
0500507,4,40%
0500507,5,50%
0500507,6,60%
0500507,7,70%
0500507,8,80%
0500507,9,90%
0500507,10,100%
0500517,1,A
0500517,2,B
0500517,3,C
0500517,4,D
0500517,5,E
0500517,6,F
0500517,1,A
0500517,2,B
0500517,3,C
0500517,4,D
0500517,5,E
0500517,6,F
0500511,0,No glaucousness
0500511,1,No Description
0500511,2,No Description
0500511,3,No Description
0500511,4,Fully covered
0500514,0,0
0500514,1,1-
0500514,2,1
0500514,3,1+
0500514,4,2-
0500514,5,2
0500514,6,2+
0500514,7,3-
0500514,8,3
0500514,9,3+
0500514,0,0
0500514,1,1-
0500514,2,1
0500514,3,1+
0500514,4,2-
0500514,5,2
0500514,6,2+
0500514,7,3-
0500514,8,3
0500514,9,3+
0500514,0,0
0500514,1,1-
0500514,2,1
0500514,3,1+
0500514,4,2-
0500514,5,2
0500514,6,2+
0500514,7,3-
0500514,8,3
0500514,9,3+
0500514,0,0
0500514,1,1-
0500514,2,1
0500514,3,1+
0500514,4,2-
0500514,5,2
0500514,6,2+
0500514,7,3-
0500514,8,3
0500514,9,3+
0500514,0,0
0500514,1,1-
0500514,2,1
0500514,3,1+
0500514,4,2-
0500514,5,2
0500514,6,2+
0500514,7,3-
0500514,8,3
0500514,9,3+
0500514,0,0
0500514,1,1-
0500514,2,1
0500514,3,1+
0500514,4,2-
0500514,5,2
0500514,6,2+
0500514,7,3-
0500514,8,3
0500514,9,3+
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0000450,0,absent
0000450,3,sparse
0000450,4,sparse to intermediate
0000450,1,very sparse
0000450,2,very sparse to sparse
0000450,7,dense
0000450,8,dense to very dense
0000450,5,intermediate
0000450,6,intermadiate to dense
0000450,9,very dense
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0500510,0,No Description
0500510,1,No Description
0500510,2,No Description
0500510,3,No Description
0500510,4,No Description
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0500512,0,disease free
0500512,1,No Description
0500512,2,No Description
0500512,3,No Description
0500512,4,No Description
0500512,5,severe disease symptoms
0500513,0,resistant
0500513,1,No Description
0500513,2,No Description
0500513,3,No Description
0500513,4,No Description
0500513,5,No Description
0500513,6,No Description
0500513,7,No Description
0500513,8,No Description
0500513,9,susceptible
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0000446,0,No visible affection
0000446,3,30% coverage
0000446,4,40% coverage
0000446,1,10% coverage
0000446,2,20% coverage
0000446,7,70% coverage
0000446,8,80% coverage
0000446,5,50% coverage
0000446,6,60% coverage
0000446,9,90% coverage
0500516,1,yellow/green
0500516,2,No Description
0500516,3,No Description
0500516,4,No Description
0500516,5,blue
0500518,1,No glaucousness
0500518,2,No Description
0500518,3,No Description
0500518,4,No Description
0500518,5,No Description
0500518,6,No Description
0500518,7,No Description
0500518,8,No Description
0500518,9,Very dense
0500502,0,Absent
0500502,1,Present
0500521,1,Very Thin
0500521,2,No Description
0500521,3,No Description
0500521,4,No Description
0500521,5,No Description
0500521,6,No Description
0500521,7,No Description
0500521,8,No Description
0500521,9,Maximal Thickness
0500522,5,All 5 Stems Hollow
0500522,6,No Description
0500522,7,No Description
0500522,8,No Description
0500522,9,No Description
0500522,10,No Description
0500522,11,No Description
0500522,12,No Description
0500522,13,No Description
0500522,14,No Description
0500522,15,No Description
0500522,16,No Description
0500522,17,No Description
0500522,18,No Description
0500522,19,No Description
0500522,20,No Description
0500522,21,No Description
0500522,22,No Description
0500522,23,No Description
0500522,24,No Description
0500522,25,All 5 Stems Solid
1030002,1,weak extrusion
1030002,5,strong extrusion
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030006,1,Resistant
1030006,9,susceptible
1030102,2,resistant
1030102,3,intermediate
1030102,5,sensitive
1030102,2,resistant
1030102,3,intermediate
1030102,5,sensitive
1030006,1,Resistant
1030006,9,susceptible
