observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,Frost susceptibility(CO_321:1000271),Frost susceptibility(CO_321:1000271).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PeduncleExtrusion(WIPO:0000284),PeduncleExtrusion(WIPO:0000284).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,RowType(WIPO:0000285),RowType(WIPO:0000285).date,SeedArea(CO_321:1000144),SeedArea(CO_321:1000144).date,SeedLength(CO_321:1000146),SeedLength(CO_321:1000146).date,SeedWidth(CO_321:1000147),SeedWidth(CO_321:1000147).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
22,3295045,BW2,Barley_Winter_JHI,63686,https://doi.org/10.15454/FYPXNX,HOR420,BLOCK>PLOT,,,,,6,41,"BLOCK>PLOT:22,BLOCK:9",2015,10.25,,4,2015-03-30T02:00:00Z,46.34,2015-09-21T02:00:00Z,226,2015-06-12T02:00:00Z,64,,9.75,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,25.5,2015-09-21T02:00:00Z,10.3,2015-09-21T02:00:00Z,3.5,2015-09-21T02:00:00Z,6.8,
10,3294763,BW2,Barley_Winter_JHI,63688,https://doi.org/10.15454/3XEHHA,HOR449,BLOCK>PLOT,,,,,2,21,"BLOCK>PLOT:10,BLOCK:3",2015,12,,2,2015-03-30T02:00:00Z,49.49,2015-10-08T02:00:00Z,222,2015-06-08T02:00:00Z,84,,16.5,,2,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,25.6,2015-10-08T02:00:00Z,10.7,2015-10-08T02:00:00Z,3.5,2015-10-08T02:00:00Z,6,
55,3294989,BW2,Barley_Winter_JHI,63689,https://doi.org/10.15454/EK7GWW,HOR452,BLOCK>PLOT,,,,,8,37,"BLOCK>PLOT:55,BLOCK:8",2015,15,,3,2015-03-30T02:00:00Z,46.49,2015-09-21T02:00:00Z,238,2015-06-24T02:00:00Z,81.25,,4,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,28,2015-09-21T02:00:00Z,11.6,2015-09-21T02:00:00Z,3.4,2015-09-21T02:00:00Z,7.5,
52,3294716,BW2,Barley_Winter_JHI,63690,https://doi.org/10.15454/QQPMLY,HOR544,BLOCK>PLOT,,,,,13,17,"BLOCK>PLOT:52,BLOCK:6",2015,11,,2,2015-03-30T02:00:00Z,56.24,2015-10-14T02:00:00Z,219,2015-06-05T02:00:00Z,64,,11,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,27,2015-10-14T02:00:00Z,10,2015-10-14T02:00:00Z,3.6,2015-10-14T02:00:00Z,6,
28,3294533,BW2,Barley_Winter_JHI,63691,https://doi.org/10.15454/HXALNM,HOR889,BLOCK>PLOT,,,,,14,4,"BLOCK>PLOT:28,BLOCK:5",2015,13,,2,2015-03-30T02:00:00Z,58.73,2015-10-14T02:00:00Z,212,2015-05-29T02:00:00Z,53.5,,9,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,29.8,2015-10-14T02:00:00Z,11.6,2015-10-14T02:00:00Z,3.6,2015-10-14T02:00:00Z,4.8,
26,3294922,BW2,Barley_Winter_JHI,63692,https://doi.org/10.15454/RWCPGE,HOR194,BLOCK>PLOT,,,,,7,32,"BLOCK>PLOT:26,BLOCK:4",2015,8.5,,2,2015-03-30T02:00:00Z,50.31,2015-10-12T02:00:00Z,225,2015-06-11T02:00:00Z,93.5,,15.5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,26.3,2015-10-12T02:00:00Z,10.6,2015-10-12T02:00:00Z,3.4,2015-10-12T02:00:00Z,9,
3,3294607,BW2,Barley_Winter_JHI,63301,https://doi.org/10.15454/2RZTIP,HOR2551,BLOCK>PLOT,,,,,3,10,"BLOCK>PLOT:3,BLOCK:2",2015,12.75,,3,2015-03-30T02:00:00Z,52.12,2015-10-19T02:00:00Z,215,2015-06-01T02:00:00Z,74.25,,10.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,22.5,2015-10-19T02:00:00Z,8.5,2015-10-19T02:00:00Z,3.4,2015-10-19T02:00:00Z,7.3,
60,3294600,BW2,Barley_Winter_JHI,63304,https://doi.org/10.15454/WB3JCS,HOR3271,BLOCK>PLOT,,,,,11,9,"BLOCK>PLOT:60,BLOCK:5",2015,10.75,,2,2015-03-30T02:00:00Z,55.69,2015-09-30T02:00:00Z,230,2015-06-16T02:00:00Z,88.25,,14.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.3,2015-09-30T02:00:00Z,8.6,2015-09-30T02:00:00Z,3.8,2015-09-30T02:00:00Z,10.3,
36,3294809,BW2,Barley_Winter_JHI,63320,https://doi.org/10.15454/JYHX8Z,HOR10310,BLOCK>PLOT,,,,,7,24,"BLOCK>PLOT:36,BLOCK:3",2015,13,,2,2015-03-30T02:00:00Z,59.76,2015-10-19T02:00:00Z,225,2015-06-11T02:00:00Z,75,,6.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,30,2015-10-19T02:00:00Z,10.6,2015-10-19T02:00:00Z,3.7,2015-10-19T02:00:00Z,9.3,
15,3295038,BW2,Barley_Winter_JHI,63320,https://doi.org/10.15454/JYHX8Z,HOR10310,BLOCK>PLOT,,,,,13,40,"BLOCK>PLOT:15,BLOCK:10",2015,12.25,,2,2015-03-30T02:00:00Z,57.93,2015-10-19T02:00:00Z,224,2015-06-10T02:00:00Z,86.75,,9.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,28.3,2015-10-19T02:00:00Z,10.2,2015-10-19T02:00:00Z,3.7,2015-10-19T02:00:00Z,9,
44,3294958,BW2,Barley_Winter_JHI,63324,https://doi.org/10.15454/GZIZAC,HOR3592,BLOCK>PLOT,,,,,4,35,"BLOCK>PLOT:44,BLOCK:4",2015,14,,4,2015-03-30T02:00:00Z,60.7,2015-10-19T02:00:00Z,222,2015-06-08T02:00:00Z,71.25,,14,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.9,2015-10-19T02:00:00Z,8.6,2015-10-19T02:00:00Z,3.9,2015-10-19T02:00:00Z,7.3,
40,3294827,BW2,Barley_Winter_JHI,63291,https://doi.org/10.15454/DTA5PP,HOR303,BLOCK>PLOT,,,,,11,25,"BLOCK>PLOT:40,BLOCK:7",2015,10.25,,3,2015-03-30T02:00:00Z,44.38,2015-10-01T02:00:00Z,226,2015-06-12T02:00:00Z,82.75,,6.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.8,2015-10-01T02:00:00Z,9.1,2015-10-01T02:00:00Z,3.5,2015-10-01T02:00:00Z,9.5,
49,3294568,BW2,Barley_Winter_JHI,63295,https://doi.org/10.15454/1NSBTN,HOR804,BLOCK>PLOT,,,,,7,7,"BLOCK>PLOT:49,BLOCK:1",2015,0,,3,2015-03-30T02:00:00Z,39.92,2015-09-30T02:00:00Z,217,2015-06-03T02:00:00Z,78.6666666666667,,18.6666666666667,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,22.4,2015-09-30T02:00:00Z,9.2,2015-09-30T02:00:00Z,3,2015-09-30T02:00:00Z,6.7,
61,3294862,BW2,Barley_Winter_JHI,63292,https://doi.org/10.15454/5WL45A,HOR683,BLOCK>PLOT,,,,,4,28,"BLOCK>PLOT:61,BLOCK:3",2015,12.5,,3,2015-03-30T02:00:00Z,58.38,2015-10-14T02:00:00Z,226,2015-06-12T02:00:00Z,66.25,,11.75,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,31.8,2015-10-14T02:00:00Z,12.9,2015-10-14T02:00:00Z,3.5,2015-10-14T02:00:00Z,5.8,
23,3294925,BW2,Barley_Winter_JHI,63303,https://doi.org/10.15454/RHLCX1,HOR3075,BLOCK>PLOT,,,,,11,32,"BLOCK>PLOT:23,BLOCK:8",2015,12.75,,2,2015-03-30T02:00:00Z,52.95,2015-10-14T02:00:00Z,226,2015-06-12T02:00:00Z,70,,2.5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,27.1,2015-10-14T02:00:00Z,10.2,2015-10-14T02:00:00Z,3.5,2015-10-14T02:00:00Z,7.8,
7,3295016,BW2,Barley_Winter_JHI,63303,https://doi.org/10.15454/RHLCX1,HOR3075,BLOCK>PLOT,,,,,5,39,"BLOCK>PLOT:7,BLOCK:9",2015,,,,,,,,,,,,,0,2015-03-10T01:00:00Z,,,,,,,,,,
53,3294579,BW2,Barley_Winter_JHI,63305,https://doi.org/10.15454/7NXPI9,HOR3275,BLOCK>PLOT,,,,,4,8,"BLOCK>PLOT:53,BLOCK:1",2015,,,,,,,,,,,,,0,2015-03-10T01:00:00Z,,,,,,,,,,
5,3294751,BW2,Barley_Winter_JHI,63289,https://doi.org/10.15454/W6AKT4,HOR214,BLOCK>PLOT,,,,,4,20,"BLOCK>PLOT:5,BLOCK:3",2015,0,,3,2015-03-30T02:00:00Z,23.47,2015-10-08T02:00:00Z,224,2015-06-10T02:00:00Z,51,,14,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,19,2015-10-08T02:00:00Z,8.7,2015-10-08T02:00:00Z,2.8,2015-10-08T02:00:00Z,4.5,
12,3295035,BW2,Barley_Winter_JHI,63289,https://doi.org/10.15454/W6AKT4,HOR214,BLOCK>PLOT,,,,,10,40,"BLOCK>PLOT:12,BLOCK:10",2015,0,,3,2015-03-30T02:00:00Z,32.45,2015-09-21T02:00:00Z,219,2015-06-05T02:00:00Z,61.75,,15,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,21.2,2015-09-21T02:00:00Z,8.9,2015-09-21T02:00:00Z,3.1,2015-09-21T02:00:00Z,5,
32,3294812,BW2,Barley_Winter_JHI,63294,https://doi.org/10.15454/E8XA4A,HOR736,BLOCK>PLOT,,,,,10,24,"BLOCK>PLOT:32,BLOCK:7",2015,12.6666666666667,,3,2015-03-30T02:00:00Z,57.22,2015-10-01T02:00:00Z,219,2015-06-05T02:00:00Z,63.6666666666667,,9.33333333333333,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,29.2,2015-10-01T02:00:00Z,11.4,2015-10-01T02:00:00Z,3.5,2015-10-01T02:00:00Z,5.3,
28,3294937,BW2,Barley_Winter_JHI,63310,https://doi.org/10.15454/PEWD7F,HOR4400,BLOCK>PLOT,,,,,9,33,"BLOCK>PLOT:28,BLOCK:8",2015,9.5,,4,2015-03-30T02:00:00Z,47.05,2015-10-19T02:00:00Z,229,2015-06-15T02:00:00Z,70.5,,6.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,22.9,2015-10-19T02:00:00Z,8.4,2015-10-19T02:00:00Z,3.7,2015-10-19T02:00:00Z,9.3,
54,3294855,BW2,Barley_Winter_JHI,63332,https://doi.org/10.15454/OZRBBW,HOR1683,BLOCK>PLOT,,,,,11,27,"BLOCK>PLOT:54,BLOCK:7",2015,12.25,,3,2015-03-30T02:00:00Z,63.13,2015-10-19T02:00:00Z,210,2015-05-27T02:00:00Z,73.5,,12.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,31.8,2015-10-19T02:00:00Z,12.3,2015-10-19T02:00:00Z,3.7,2015-10-19T02:00:00Z,7.5,
27,3294929,BW2,Barley_Winter_JHI,63334,https://doi.org/10.15454/8PWK9Z,HOR7327,BLOCK>PLOT,,,,,1,33,"BLOCK>PLOT:27,BLOCK:4",2015,14.75,,3,2015-03-30T02:00:00Z,57.85,2015-10-19T02:00:00Z,212,2015-05-29T02:00:00Z,65,,10.5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,30.3,2015-10-19T02:00:00Z,11.5,2015-10-19T02:00:00Z,3.7,2015-10-19T02:00:00Z,6,
12,3295028,BW2,Barley_Winter_JHI,63334,https://doi.org/10.15454/8PWK9Z,HOR7327,BLOCK>PLOT,,,,,3,40,"BLOCK>PLOT:12,BLOCK:9",2015,13,,3,2015-03-30T02:00:00Z,55.22,2015-10-19T02:00:00Z,212,2015-05-29T02:00:00Z,63.5,,7,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,29.7,2015-10-19T02:00:00Z,11.4,2015-10-19T02:00:00Z,3.7,2015-10-19T02:00:00Z,6.3,
31,3294536,BW2,Barley_Winter_JHI,48103,https://doi.org/10.15454/9UWCTZ,TUNISIE 1458,BLOCK>PLOT,,,,,3,5,"BLOCK>PLOT:31,BLOCK:1",2015,9,,2,2015-03-30T02:00:00Z,54.49,2015-09-22T02:00:00Z,217,2015-06-03T02:00:00Z,74,,11.5,,2,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,29.6,2015-09-22T02:00:00Z,11.7,2015-09-22T02:00:00Z,3.5,2015-09-22T02:00:00Z,7.5,
36,3294950,BW2,Barley_Winter_JHI,63293,https://doi.org/10.15454/ZX2WR2,HOR728,BLOCK>PLOT,,,,,10,34,"BLOCK>PLOT:36,BLOCK:8",2015,10.5,,3,2015-03-30T02:00:00Z,53.29,2015-10-12T02:00:00Z,224,2015-06-10T02:00:00Z,73.75,,8.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,27.7,2015-10-12T02:00:00Z,11.2,2015-10-12T02:00:00Z,3.5,2015-10-12T02:00:00Z,7,
54,3294718,BW2,Barley_Winter_JHI,63302,https://doi.org/10.15454/K10DUX,HOR2932,BLOCK>PLOT,,,,,1,18,"BLOCK>PLOT:54,BLOCK:2",2015,,,,,,,,,,,,,0,2015-03-10T01:00:00Z,,,,,,,,,,
25,3294921,BW2,Barley_Winter_JHI,63309,https://doi.org/10.15454/WJQXPS,HOR4060,BLOCK>PLOT,,,,,6,32,"BLOCK>PLOT:25,BLOCK:4",2015,11.25,,3,2015-03-30T02:00:00Z,60.16,2015-10-19T02:00:00Z,212,2015-05-29T02:00:00Z,41,,3.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,31.9,2015-10-19T02:00:00Z,12.1,2015-10-19T02:00:00Z,3.6,2015-10-19T02:00:00Z,5.5,
60,3294724,BW2,Barley_Winter_JHI,63351,https://doi.org/10.15454/ZNDDLK,IG 31903,BLOCK>PLOT,,,,,7,18,"BLOCK>PLOT:60,BLOCK:2",2015,11.5,,3,2015-03-30T02:00:00Z,52.45,2015-10-01T02:00:00Z,222,2015-06-08T02:00:00Z,56.75,,7,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,30.9,2015-10-01T02:00:00Z,11.9,2015-10-01T02:00:00Z,3.6,2015-10-01T02:00:00Z,7,
43,3295086,BW2,Barley_Winter_JHI,63351,https://doi.org/10.15454/ZNDDLK,IG 31903,BLOCK>PLOT,,,,,6,44,"BLOCK>PLOT:43,BLOCK:9",2015,10.5,,2,2015-03-30T02:00:00Z,54.36,2015-09-22T02:00:00Z,223,2015-06-09T02:00:00Z,59.5,,6.5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,30,2015-09-22T02:00:00Z,11.5,2015-09-22T02:00:00Z,3.5,2015-09-22T02:00:00Z,9,
25,3294798,BW2,Barley_Winter_JHI,48102,https://doi.org/10.15454/ELTCZK,TUNISIE 1451,BLOCK>PLOT,,,,,10,23,"BLOCK>PLOT:25,BLOCK:7",2015,12,,2,2015-03-30T02:00:00Z,58,2015-10-08T02:00:00Z,218,2015-06-04T02:00:00Z,69.5,,7.5,,2,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,28.8,2015-10-08T02:00:00Z,11,2015-10-08T02:00:00Z,3.5,2015-10-08T02:00:00Z,6.8,
18,3294517,BW2,Barley_Winter_JHI,63311,https://doi.org/10.15454/VXSJJ1,HOR5188,BLOCK>PLOT,,,,,11,3,"BLOCK>PLOT:18,BLOCK:5",2015,10,,2,2015-03-30T02:00:00Z,50.84,2015-10-19T02:00:00Z,224,2015-06-10T02:00:00Z,81.25,,14.5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,25.4,2015-10-19T02:00:00Z,9.3,2015-10-19T02:00:00Z,3.5,2015-10-19T02:00:00Z,6,
44,3295087,BW2,Barley_Winter_JHI,63311,https://doi.org/10.15454/VXSJJ1,HOR5188,BLOCK>PLOT,,,,,7,44,"BLOCK>PLOT:44,BLOCK:9",2015,9.33333333333333,,3,2015-03-30T02:00:00Z,,,224,2015-06-10T02:00:00Z,75,,14.3333333333333,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,,,,,,,6.7,
24,3294790,BW2,Barley_Winter_JHI,63313,https://doi.org/10.15454/KPFQIU,HOR5593,BLOCK>PLOT,,,,,2,23,"BLOCK>PLOT:24,BLOCK:3",2015,0,,2,2015-03-30T02:00:00Z,49.68,2015-10-19T02:00:00Z,222,2015-06-08T02:00:00Z,75.5,,13.5,,2,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,27.3,2015-10-19T02:00:00Z,10.6,2015-10-19T02:00:00Z,3.5,2015-10-19T02:00:00Z,7.5,
23,3294796,BW2,Barley_Winter_JHI,63325,https://doi.org/10.15454/61ITET,HOR3600,BLOCK>PLOT,,,,,8,23,"BLOCK>PLOT:23,BLOCK:7",2015,15.5,,3,2015-03-30T02:00:00Z,59.94,2015-10-19T02:00:00Z,224,2015-06-10T02:00:00Z,70.75,,8.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,27.1,2015-10-19T02:00:00Z,9.3,2015-10-19T02:00:00Z,3.8,2015-10-19T02:00:00Z,8.8,
48,3294835,BW2,Barley_Winter_JHI,63328,https://doi.org/10.15454/M9W29C,HOR10169,BLOCK>PLOT,,,,,5,26,"BLOCK>PLOT:48,BLOCK:3",2015,11.25,,3,2015-03-30T02:00:00Z,57.38,2015-10-19T02:00:00Z,208,2015-05-25T02:00:00Z,57.75,,2.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,25.9,2015-10-19T02:00:00Z,9.1,2015-10-19T02:00:00Z,3.8,2015-10-19T02:00:00Z,6.5,
15,3294775,BW2,Barley_Winter_JHI,63377,https://doi.org/10.15454/LEM7NW,PL 172,BLOCK>PLOT,,,,,14,21,"BLOCK>PLOT:15,BLOCK:7",2015,8,,2,2015-03-30T02:00:00Z,49.66,2015-10-08T02:00:00Z,210,2015-05-27T02:00:00Z,54.75,,6.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,23.8,2015-10-08T02:00:00Z,9.2,2015-10-08T02:00:00Z,3.5,2015-10-08T02:00:00Z,7.5,
60,3294731,BW2,Barley_Winter_JHI,63442,https://doi.org/10.15454/DJGYRW,Menuet,BLOCK>PLOT,,,,,14,18,"BLOCK>PLOT:60,BLOCK:6",2015,9.5,,3,2015-03-30T02:00:00Z,55.4,2015-10-01T02:00:00Z,226,2015-06-12T02:00:00Z,71.75,,9.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,24.5,2015-10-01T02:00:00Z,8.5,2015-10-01T02:00:00Z,3.9,2015-10-01T02:00:00Z,11.5,
4,3294608,BW2,Barley_Winter_JHI,48099,https://doi.org/10.15454/PDSTKB,OM21,BLOCK>PLOT,,,,,4,10,"BLOCK>PLOT:4,BLOCK:2",2015,10.75,,3,2015-03-30T02:00:00Z,53.91,2015-10-08T02:00:00Z,225,2015-06-11T02:00:00Z,65.5,,6.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,28.5,2015-10-08T02:00:00Z,10.3,2015-10-08T02:00:00Z,3.8,2015-10-08T02:00:00Z,6.5,
48,3294975,BW2,Barley_Winter_JHI,63723,https://doi.org/10.15454/K4RKTF,HID62,BLOCK>PLOT,,,,,8,36,"BLOCK>PLOT:48,BLOCK:8",2015,17.5,,3,2015-03-30T02:00:00Z,43.47,2015-12-02T01:00:00Z,217,2015-06-03T02:00:00Z,80.25,,21.5,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,36.8,2015-12-02T01:00:00Z,16.4,2015-12-02T01:00:00Z,2.9,2015-12-02T01:00:00Z,5,
39,3294558,BW2,Barley_Winter_JHI,63730,https://doi.org/10.15454/XSC7KQ,HID109,BLOCK>PLOT,,,,,11,6,"BLOCK>PLOT:39,BLOCK:5",2015,15,,2,2015-03-30T02:00:00Z,42.03,2015-12-02T01:00:00Z,223,2015-06-09T02:00:00Z,63.5,,17,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,33.7,2015-12-02T01:00:00Z,14.6,2015-12-02T01:00:00Z,3,2015-12-02T01:00:00Z,6.3,
59,3294592,BW2,Barley_Winter_JHI,63720,https://doi.org/10.15454/IPOTUT,HID03,BLOCK>PLOT,,,,,3,9,"BLOCK>PLOT:59,BLOCK:1",2015,11.5,,3,2015-03-30T02:00:00Z,50.45,2015-12-02T01:00:00Z,210,2015-05-27T02:00:00Z,53.75,,9.5,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,31.2,2015-12-02T01:00:00Z,12.8,2015-12-02T01:00:00Z,3.3,2015-12-02T01:00:00Z,5,
21,3294520,BW2,Barley_Winter_JHI,63721,https://doi.org/10.15454/VFJ2SO,HID04,BLOCK>PLOT,,,,,14,3,"BLOCK>PLOT:21,BLOCK:5",2015,8.33333333333333,,2,2015-03-30T02:00:00Z,41.39,2015-12-02T01:00:00Z,215,2015-06-01T02:00:00Z,80.3333333333333,,27.3333333333333,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,27.3,2015-12-02T01:00:00Z,12.5,2015-12-02T01:00:00Z,3,2015-12-02T01:00:00Z,7.7,
27,3294793,BW2,Barley_Winter_JHI,63735,https://doi.org/10.15454/LBLIF2,HID219,BLOCK>PLOT,,,,,5,23,"BLOCK>PLOT:27,BLOCK:3",2015,9,,,,,,,,63,,21,,0,2015-03-10T01:00:00Z,,,,,,,,,5,
58,3294591,BW2,Barley_Winter_JHI,63253,https://doi.org/10.15454/KWENIB,KW Capella,BLOCK>PLOT,,,,,2,9,"BLOCK>PLOT:58,BLOCK:1",2015,11.5,,2,2015-03-30T02:00:00Z,81.26,2015-09-30T02:00:00Z,219,2015-06-05T02:00:00Z,57.5,,5.5,,2,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,32,2015-09-30T02:00:00Z,10,2015-09-30T02:00:00Z,4.3,2015-09-30T02:00:00Z,9.5,
30,3294803,BW2,Barley_Winter_JHI,63709,https://doi.org/10.15454/4FMEIR,HOR5961,BLOCK>PLOT,,,,,1,24,"BLOCK>PLOT:30,BLOCK:3",2015,11.75,,3,2015-03-30T02:00:00Z,43.15,2015-10-08T02:00:00Z,224,2015-06-10T02:00:00Z,67.75,,9.5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,19.2,2015-10-08T02:00:00Z,6.9,2015-10-08T02:00:00Z,3.6,2015-10-08T02:00:00Z,7.8,
16,3294905,BW2,Barley_Winter_JHI,63710,https://doi.org/10.15454/MNDGRM,HOR10364,BLOCK>PLOT,,,,,4,31,"BLOCK>PLOT:16,BLOCK:4",2015,11.5,,3,2015-03-30T02:00:00Z,62.61,2015-10-12T02:00:00Z,229,2015-06-15T02:00:00Z,95.5,,15.25,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,32.3,2015-10-12T02:00:00Z,11.5,2015-10-12T02:00:00Z,3.8,2015-10-12T02:00:00Z,10,
13,3294909,BW2,Barley_Winter_JHI,63712,https://doi.org/10.15454/DZCE4H,HOR3941,BLOCK>PLOT,,,,,8,31,"BLOCK>PLOT:13,BLOCK:8",2015,11.5,,4,2015-03-30T02:00:00Z,60.79,2015-10-12T02:00:00Z,212,2015-05-29T02:00:00Z,46,,3.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,30.3,2015-10-12T02:00:00Z,11.3,2015-10-12T02:00:00Z,3.6,2015-10-12T02:00:00Z,5.3,
50,3295107,BW2,Barley_Winter_JHI,63712,https://doi.org/10.15454/DZCE4H,HOR3941,BLOCK>PLOT,,,,,13,45,"BLOCK>PLOT:50,BLOCK:10",2015,12,,3,2015-03-30T02:00:00Z,55.87,2015-09-21T02:00:00Z,219,2015-06-05T02:00:00Z,57.6666666666667,,6.33333333333333,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,31.3,2015-09-21T02:00:00Z,13.2,2015-09-21T02:00:00Z,3.5,2015-09-21T02:00:00Z,6.7,
47,3294841,BW2,Barley_Winter_JHI,63745,https://doi.org/10.15454/BIJCV8,ISR42-8,BLOCK>PLOT,,,,,11,26,"BLOCK>PLOT:47,BLOCK:7",2015,15.5,,3,2015-03-30T02:00:00Z,44.3,2015-12-02T01:00:00Z,225,2015-06-11T02:00:00Z,86.5,,20,,1,2015-03-10T01:00:00Z,,,34.7,2015-12-02T01:00:00Z,14.8,2015-12-02T01:00:00Z,3.1,2015-12-02T01:00:00Z,8,
65,3294886,BW2,Barley_Winter_JHI,63713,https://doi.org/10.15454/VKTEPY,HOR9929,BLOCK>PLOT,,,,,13,29,"BLOCK>PLOT:65,BLOCK:7",2015,10.5,,3,2015-03-30T02:00:00Z,55.47,2015-10-12T02:00:00Z,208,2015-05-25T02:00:00Z,51.25,,9.5,,1,2015-03-10T01:00:00Z,6,2015-07-06T02:00:00Z,29,2015-10-12T02:00:00Z,11.3,2015-10-12T02:00:00Z,3.5,2015-10-12T02:00:00Z,5.3,
24,3294529,BW2,Barley_Winter_JHI,63714,https://doi.org/10.15454/NPE4TB,FT004,BLOCK>PLOT,,,,,10,4,"BLOCK>PLOT:24,BLOCK:5",2015,10,,2,2015-03-30T02:00:00Z,24.12,2015-12-02T01:00:00Z,208,2015-05-25T02:00:00Z,70,,31.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,23.6,2015-12-02T01:00:00Z,12.6,2015-12-02T01:00:00Z,2.3,2015-12-02T01:00:00Z,6,
16,3294508,BW2,Barley_Winter_JHI,63715,https://doi.org/10.15454/HQJBGD,FT073,BLOCK>PLOT,,,,,2,3,"BLOCK>PLOT:16,BLOCK:1",2015,12.25,,2,2015-03-30T02:00:00Z,46.31,2015-12-02T01:00:00Z,215,2015-06-01T02:00:00Z,87.5,,37.25,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,33.1,2015-12-02T01:00:00Z,14.5,2015-12-02T01:00:00Z,2.9,2015-12-02T01:00:00Z,8.8,
52,3294846,BW2,Barley_Winter_JHI,63716,https://doi.org/10.15454/UAIMIJ,FT125,BLOCK>PLOT,,,,,2,27,"BLOCK>PLOT:52,BLOCK:3",2015,16,,6,2015-03-30T02:00:00Z,34.85,2015-12-02T01:00:00Z,212,2015-05-29T02:00:00Z,74.5,,19,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,32.8,2015-12-02T01:00:00Z,14.6,2015-12-02T01:00:00Z,2.8,2015-12-02T01:00:00Z,4.8,
60,3294994,BW2,Barley_Winter_JHI,63717,https://doi.org/10.15454/Y2HQXG,FT155,BLOCK>PLOT,,,,,13,37,"BLOCK>PLOT:60,BLOCK:8",2015,14,,4,2015-03-30T02:00:00Z,42.01,2015-12-02T01:00:00Z,212,2015-05-29T02:00:00Z,78.25,,25.75,,1,2015-03-10T01:00:00Z,2,2015-07-06T02:00:00Z,34.2,2015-12-02T01:00:00Z,14.8,2015-12-02T01:00:00Z,3,2015-12-02T01:00:00Z,7.3,
